,P001001 Population:Total [1,P015001 Households:Total,P008001 HISPANIC:TotalHispanic'&'NotHispanic,P008002 HISPANIC:Total NotHispanic or Latino,P008003 HISPANIC:NotHisp:White alone,P008004 HISPANIC:NotHisp:Bl/AfAm alone,P008005 HISPANIC:NotHisp:AmInd/AK alone,P008006 HISPANIC:NotHisp:Asian alone,P008007 HISPANIC:NotHisp:HI alone,P008008 HISPANIC:NotHisp:Other alone,P008009 HISPANIC:NotHisp:Two+races,P008010 HISPANIC:Total Hispanic or Latino,P008011 HISPANIC:Hisp:White alone,P008012 HISPANIC:Hisp:Bl/AfAm alone,P008013 HISPANIC:Hisp:AmInd/AK alone,P008014 HISPANIC:Hisp:Asian alone,P008015 HISPANIC:Hisp:HI alone,P008016 HISPANIC:Hisp:Other alone,P008017 HISPANIC:Hisp:Two+ races,H003001 OCCUPANCY STATUS:Housing Units:Total,H003002 OCCUPANCY STATUS:Housing Units:Occupied,H003003 OCCUPANCY STATUS:Housing Units:Vacant,H004001 TENURE:Housing Units:Total,H004002 TENURE:Housing Units:Owner occupied,H004003 TENURE:Housing Units:Renter occupied,P012001 SEX BY AGE:Total Male'&'Female,P012002 SEX BY AGE:Total Male,P012026 SEX BY AGE:Total Female
06001410300,3728.0,989.0,3728.0,2238.0,91.0,1901.0,11.0,112.0,53.0,6.0,64.0,1490.0,572.0,32.0,7.0,1.0,10.0,753.0,115.0,1030.0,989.0,41.0,989.0,434.0,555.0,3728.0,1800.0,1928.0
06001410400,3366.0,1052.0,3366.0,2171.0,194.0,1799.0,3.0,96.0,13.0,11.0,55.0,1195.0,395.0,24.0,1.0,0.0,0.0,708.0,67.0,1090.0,1052.0,38.0,1052.0,715.0,337.0,3366.0,1593.0,1773.0
06001420100,2339.0,926.0,2339.0,2175.0,1575.0,63.0,1.0,406.0,2.0,6.0,122.0,164.0,91.0,7.0,0.0,2.0,1.0,51.0,12.0,943.0,926.0,17.0,926.0,659.0,267.0,2339.0,1097.0,1242.0
06001420200,2672.0,1238.0,2672.0,2441.0,1554.0,96.0,9.0,641.0,5.0,8.0,128.0,231.0,114.0,3.0,1.0,3.0,0.0,86.0,24.0,1266.0,1238.0,28.0,1238.0,451.0,787.0,2672.0,1222.0,1450.0
06001420300,4386.0,2047.0,4386.0,4092.0,2267.0,181.0,14.0,1392.0,6.0,25.0,207.0,294.0,158.0,5.0,2.0,11.0,0.0,82.0,36.0,2106.0,2047.0,59.0,2047.0,1051.0,996.0,4386.0,2095.0,2291.0
06001420400,1721.0,608.0,1721.0,1482.0,425.0,110.0,11.0,816.0,6.0,5.0,109.0,239.0,45.0,9.0,5.0,7.0,1.0,124.0,48.0,679.0,608.0,71.0,608.0,4.0,604.0,1721.0,823.0,898.0
06001420500,2152.0,933.0,2152.0,1949.0,1283.0,103.0,10.0,441.0,1.0,11.0,100.0,203.0,112.0,1.0,0.0,3.0,0.0,60.0,27.0,961.0,933.0,28.0,933.0,436.0,497.0,2152.0,988.0,1164.0
06001420600,3174.0,1259.0,3174.0,2993.0,2357.0,91.0,8.0,398.0,0.0,25.0,114.0,181.0,97.0,6.0,3.0,6.0,0.0,38.0,31.0,1293.0,1259.0,34.0,1259.0,949.0,310.0,3174.0,1444.0,1730.0
06001421100,2013.0,833.0,2013.0,1932.0,1602.0,43.0,3.0,189.0,1.0,9.0,85.0,81.0,58.0,0.0,1.0,1.0,0.0,8.0,13.0,852.0,833.0,19.0,833.0,748.0,85.0,2013.0,983.0,1030.0
06001421200,3649.0,1435.0,3649.0,3493.0,3006.0,71.0,0.0,265.0,0.0,18.0,133.0,156.0,92.0,1.0,2.0,0.0,0.0,38.0,23.0,1476.0,1435.0,41.0,1435.0,1328.0,107.0,3649.0,1737.0,1912.0
06001421300,3828.0,1672.0,3828.0,3667.0,3047.0,76.0,11.0,383.0,7.0,9.0,134.0,161.0,115.0,0.0,4.0,2.0,0.0,27.0,13.0,1703.0,1672.0,31.0,1672.0,1387.0,285.0,3828.0,1762.0,2066.0
06001421400,1627.0,661.0,1627.0,1556.0,1298.0,31.0,1.0,157.0,0.0,9.0,60.0,71.0,47.0,2.0,0.0,1.0,0.0,14.0,7.0,677.0,661.0,16.0,661.0,557.0,104.0,1627.0,767.0,860.0
06001421500,3721.0,1583.0,3721.0,3582.0,3126.0,64.0,12.0,267.0,2.0,19.0,92.0,139.0,83.0,5.0,2.0,1.0,3.0,23.0,22.0,1631.0,1583.0,48.0,1583.0,1304.0,279.0,3721.0,1820.0,1901.0
06001421600,3555.0,1637.0,3555.0,3449.0,2909.0,61.0,7.0,341.0,1.0,17.0,113.0,106.0,54.0,0.0,0.0,0.0,0.0,23.0,29.0,1695.0,1637.0,58.0,1637.0,1247.0,390.0,3555.0,1729.0,1826.0
06001421700,3076.0,1566.0,3076.0,2909.0,2220.0,82.0,10.0,463.0,2.0,16.0,116.0,167.0,93.0,0.0,10.0,0.0,0.0,34.0,30.0,1649.0,1566.0,83.0,1566.0,531.0,1035.0,3076.0,1522.0,1554.0
06001421800,2047.0,903.0,2047.0,1955.0,1553.0,76.0,4.0,233.0,1.0,14.0,74.0,92.0,56.0,5.0,4.0,0.0,0.0,14.0,13.0,927.0,903.0,24.0,903.0,614.0,289.0,2047.0,952.0,1095.0
06001421900,3682.0,1719.0,3682.0,3360.0,2125.0,470.0,16.0,548.0,3.0,18.0,180.0,322.0,142.0,17.0,2.0,7.0,0.0,121.0,33.0,1784.0,1719.0,65.0,1719.0,1094.0,625.0,3682.0,1692.0,1990.0
06001422000,1333.0,580.0,1333.0,1153.0,561.0,354.0,11.0,163.0,2.0,5.0,57.0,180.0,63.0,4.0,8.0,0.0,1.0,80.0,24.0,634.0,580.0,54.0,580.0,214.0,366.0,1333.0,690.0,643.0
06001422100,2630.0,1096.0,2630.0,1966.0,889.0,668.0,12.0,253.0,2.0,21.0,121.0,664.0,227.0,7.0,3.0,1.0,0.0,374.0,52.0,1155.0,1096.0,59.0,1096.0,521.0,575.0,2630.0,1278.0,1352.0
06001422200,3259.0,1574.0,3259.0,2916.0,1685.0,525.0,4.0,492.0,2.0,36.0,172.0,343.0,127.0,17.0,3.0,4.0,0.0,144.0,48.0,1625.0,1574.0,51.0,1574.0,668.0,906.0,3259.0,1552.0,1707.0
06001422300,3238.0,1603.0,3238.0,3050.0,2079.0,165.0,2.0,660.0,0.0,9.0,135.0,188.0,77.0,2.0,4.0,3.0,0.0,69.0,33.0,1671.0,1603.0,68.0,1603.0,609.0,994.0,3238.0,1626.0,1612.0
06001422400,3556.0,1988.0,3556.0,3321.0,1937.0,164.0,9.0,1006.0,1.0,24.0,180.0,235.0,132.0,3.0,4.0,1.0,0.0,67.0,28.0,2130.0,1988.0,142.0,1988.0,254.0,1734.0,3556.0,1841.0,1715.0
06001422500,3733.0,1635.0,3733.0,3517.0,2362.0,93.0,8.0,864.0,16.0,14.0,160.0,216.0,120.0,1.0,5.0,1.0,0.0,66.0,23.0,1733.0,1635.0,98.0,1635.0,321.0,1314.0,3733.0,1917.0,1816.0
06001422600,688.0,34.0,688.0,634.0,306.0,13.0,2.0,271.0,1.0,1.0,40.0,54.0,30.0,0.0,2.0,2.0,0.0,15.0,5.0,34.0,34.0,0.0,34.0,1.0,33.0,688.0,437.0,251.0
06001422700,3788.0,1110.0,3788.0,3363.0,2131.0,113.0,3.0,897.0,0.0,21.0,198.0,425.0,183.0,2.0,3.0,5.0,0.0,195.0,37.0,1155.0,1110.0,45.0,1110.0,142.0,968.0,3788.0,2072.0,1716.0
06001422800,5475.0,1571.0,5475.0,4729.0,1916.0,227.0,15.0,2250.0,11.0,16.0,294.0,746.0,199.0,13.0,19.0,12.0,1.0,424.0,78.0,1606.0,1571.0,35.0,1571.0,25.0,1546.0,5475.0,2662.0,2813.0
06001422900,2416.0,1473.0,2416.0,2164.0,1077.0,116.0,2.0,839.0,4.0,13.0,113.0,252.0,107.0,8.0,5.0,4.0,0.0,94.0,34.0,1527.0,1473.0,54.0,1473.0,42.0,1431.0,2416.0,1398.0,1018.0
06001423000,4423.0,2070.0,4423.0,4093.0,2583.0,474.0,12.0,780.0,7.0,41.0,196.0,330.0,161.0,11.0,2.0,7.0,1.0,113.0,35.0,2152.0,2070.0,82.0,2070.0,833.0,1237.0,4423.0,2183.0,2240.0
06001423100,3832.0,1808.0,3832.0,3078.0,1641.0,846.0,15.0,397.0,4.0,24.0,151.0,754.0,282.0,23.0,9.0,3.0,0.0,358.0,79.0,1879.0,1808.0,71.0,1808.0,769.0,1039.0,3832.0,1858.0,1974.0
06001423200,2939.0,1121.0,2939.0,2090.0,707.0,947.0,26.0,223.0,4.0,33.0,150.0,849.0,259.0,29.0,9.0,3.0,1.0,504.0,44.0,1172.0,1121.0,51.0,1121.0,354.0,767.0,2939.0,1427.0,1512.0
06001423300,3468.0,1518.0,3468.0,3063.0,853.0,1824.0,12.0,196.0,10.0,9.0,159.0,405.0,137.0,35.0,4.0,0.0,5.0,170.0,54.0,1580.0,1518.0,62.0,1518.0,801.0,717.0,3468.0,1576.0,1892.0
06001423400,4653.0,2008.0,4653.0,4057.0,1582.0,1733.0,23.0,448.0,5.0,51.0,215.0,596.0,263.0,40.0,8.0,6.0,0.0,237.0,42.0,2096.0,2008.0,88.0,2008.0,777.0,1231.0,4653.0,2229.0,2424.0
06001423500,2967.0,1362.0,2967.0,2721.0,1509.0,579.0,13.0,430.0,3.0,10.0,177.0,246.0,92.0,6.0,7.0,4.0,0.0,78.0,59.0,1422.0,1362.0,60.0,1362.0,418.0,944.0,2967.0,1385.0,1582.0
06001423601,2700.0,1244.0,2700.0,2510.0,1814.0,126.0,4.0,376.0,12.0,14.0,164.0,190.0,97.0,5.0,4.0,4.0,0.0,54.0,26.0,1308.0,1244.0,64.0,1244.0,486.0,758.0,2700.0,1300.0,1400.0
06001423602,5047.0,2537.0,5047.0,4643.0,2275.0,126.0,10.0,1937.0,6.0,38.0,251.0,404.0,154.0,3.0,13.0,13.0,4.0,164.0,53.0,2639.0,2537.0,102.0,2537.0,324.0,2213.0,5047.0,2617.0,2430.0
06001423700,2912.0,1400.0,2912.0,2748.0,1957.0,88.0,7.0,563.0,3.0,14.0,116.0,164.0,94.0,1.0,4.0,1.0,0.0,50.0,14.0,1465.0,1400.0,65.0,1400.0,518.0,882.0,2912.0,1404.0,1508.0
06001423800,3120.0,1345.0,3120.0,3025.0,2691.0,57.0,8.0,166.0,1.0,19.0,83.0,95.0,75.0,1.0,1.0,1.0,0.0,9.0,8.0,1389.0,1345.0,44.0,1345.0,1024.0,321.0,3120.0,1497.0,1623.0
06001423901,1942.0,847.0,1942.0,1740.0,937.0,491.0,20.0,158.0,2.0,18.0,114.0,202.0,83.0,7.0,5.0,3.0,1.0,68.0,35.0,890.0,847.0,43.0,847.0,312.0,535.0,1942.0,983.0,959.0
06001423902,1553.0,761.0,1553.0,1463.0,1137.0,91.0,1.0,143.0,0.0,15.0,76.0,90.0,59.0,1.0,1.0,0.0,0.0,18.0,11.0,794.0,761.0,33.0,761.0,288.0,473.0,1553.0,737.0,816.0
06001424001,3875.0,1466.0,3875.0,3065.0,834.0,1744.0,7.0,265.0,3.0,18.0,194.0,810.0,271.0,25.0,22.0,1.0,8.0,376.0,107.0,1578.0,1466.0,112.0,1466.0,370.0,1096.0,3875.0,1894.0,1981.0
06001424002,1998.0,795.0,1998.0,1730.0,342.0,1169.0,3.0,117.0,5.0,5.0,89.0,268.0,74.0,26.0,4.0,6.0,0.0,137.0,21.0,847.0,795.0,52.0,795.0,333.0,462.0,1998.0,929.0,1069.0
06001425100,6882.0,3975.0,6882.0,6266.0,2861.0,1304.0,22.0,1749.0,17.0,29.0,284.0,616.0,235.0,35.0,12.0,11.0,0.0,259.0,64.0,4274.0,3975.0,299.0,3975.0,1476.0,2499.0,6882.0,3444.0,3438.0
06001426100,6126.0,2139.0,6126.0,5964.0,4768.0,87.0,7.0,929.0,3.0,13.0,157.0,162.0,102.0,2.0,1.0,13.0,0.0,16.0,28.0,2170.0,2139.0,31.0,2139.0,2023.0,116.0,6126.0,2932.0,3194.0
06001426200,4826.0,1665.0,4826.0,4663.0,3640.0,47.0,2.0,799.0,1.0,18.0,156.0,163.0,97.0,0.0,2.0,13.0,0.0,22.0,29.0,1689.0,1665.0,24.0,1665.0,1426.0,239.0,4826.0,2338.0,2488.0
06001427100,3497.0,1405.0,3497.0,3195.0,2601.0,64.0,7.0,380.0,8.0,17.0,118.0,302.0,143.0,0.0,3.0,1.0,3.0,113.0,39.0,1450.0,1405.0,45.0,1405.0,1036.0,369.0,3497.0,1677.0,1820.0
06001427200,4221.0,1664.0,4221.0,3607.0,1861.0,186.0,23.0,1275.0,41.0,4.0,217.0,614.0,259.0,9.0,11.0,11.0,0.0,251.0,73.0,1725.0,1664.0,61.0,1664.0,627.0,1037.0,4221.0,2086.0,2135.0
06001427300,4760.0,2039.0,4760.0,4267.0,2255.0,349.0,24.0,1306.0,53.0,13.0,267.0,493.0,226.0,13.0,13.0,9.0,3.0,143.0,86.0,2139.0,2039.0,100.0,2039.0,951.0,1088.0,4760.0,2312.0,2448.0
06001427400,1252.0,397.0,1252.0,1074.0,767.0,115.0,14.0,71.0,27.0,4.0,76.0,178.0,69.0,11.0,1.0,0.0,4.0,76.0,17.0,583.0,397.0,186.0,397.0,5.0,392.0,1252.0,671.0,581.0
06001427500,545.0,90.0,545.0,478.0,338.0,25.0,86.0,10.0,0.0,0.0,19.0,67.0,30.0,1.0,3.0,1.0,0.0,18.0,14.0,409.0,90.0,319.0,90.0,1.0,89.0,545.0,345.0,200.0
06001427600,5079.0,1735.0,5079.0,4464.0,828.0,1515.0,19.0,1684.0,27.0,23.0,368.0,615.0,231.0,41.0,13.0,16.0,10.0,236.0,68.0,1765.0,1735.0,30.0,1735.0,312.0,1423.0,5079.0,2351.0,2728.0
06001427700,5130.0,2392.0,5130.0,4658.0,2608.0,246.0,27.0,1496.0,40.0,19.0,222.0,472.0,213.0,14.0,2.0,17.0,2.0,146.0,78.0,2532.0,2392.0,140.0,2392.0,817.0,1575.0,5130.0,2594.0,2536.0
06001427800,4715.0,2068.0,4715.0,4300.0,2739.0,183.0,17.0,1081.0,15.0,19.0,246.0,415.0,232.0,4.0,4.0,7.0,0.0,115.0,53.0,2133.0,2068.0,65.0,2068.0,770.0,1298.0,4715.0,2243.0,2472.0
06001427900,4658.0,2165.0,4658.0,4117.0,2881.0,213.0,19.0,743.0,32.0,14.0,215.0,541.0,255.0,6.0,6.0,15.0,1.0,172.0,86.0,2254.0,2165.0,89.0,2165.0,766.0,1399.0,4658.0,2222.0,2436.0
06001428000,2901.0,1358.0,2901.0,2438.0,1327.0,181.0,23.0,697.0,22.0,18.0,170.0,463.0,240.0,9.0,5.0,3.0,0.0,143.0,63.0,1406.0,1358.0,48.0,1358.0,183.0,1175.0,2901.0,1371.0,1530.0
06001428100,4490.0,1981.0,4490.0,4023.0,3045.0,102.0,20.0,631.0,24.0,9.0,192.0,467.0,244.0,1.0,8.0,10.0,1.0,116.0,87.0,2066.0,1981.0,85.0,1981.0,1036.0,945.0,4490.0,2193.0,2297.0
06001428200,6132.0,2692.0,6132.0,5689.0,3841.0,169.0,19.0,1329.0,21.0,19.0,291.0,443.0,225.0,8.0,9.0,8.0,0.0,147.0,46.0,2754.0,2692.0,62.0,2692.0,1582.0,1110.0,6132.0,2840.0,3292.0
06001428301,6247.0,2472.0,6247.0,5835.0,3286.0,187.0,13.0,2048.0,19.0,21.0,261.0,412.0,204.0,11.0,11.0,13.0,0.0,120.0,53.0,2503.0,2472.0,31.0,2472.0,2039.0,433.0,6247.0,2940.0,3307.0
06001428302,7451.0,2694.0,7451.0,7167.0,3692.0,183.0,8.0,2974.0,19.0,22.0,269.0,284.0,155.0,1.0,6.0,8.0,0.0,59.0,55.0,2714.0,2694.0,20.0,2694.0,2414.0,280.0,7451.0,3548.0,3903.0
06001428400,4496.0,1964.0,4496.0,4031.0,2549.0,260.0,27.0,911.0,43.0,19.0,222.0,465.0,250.0,6.0,11.0,7.0,1.0,141.0,49.0,2020.0,1964.0,56.0,1964.0,604.0,1360.0,4496.0,2038.0,2458.0
06001428500,3298.0,1521.0,3298.0,3088.0,1765.0,138.0,10.0,950.0,11.0,10.0,204.0,210.0,108.0,1.0,10.0,0.0,2.0,51.0,38.0,1559.0,1521.0,38.0,1521.0,498.0,1023.0,3298.0,1594.0,1704.0
06001428600,3387.0,1589.0,3387.0,3103.0,1538.0,234.0,9.0,1171.0,5.0,4.0,142.0,284.0,143.0,2.0,3.0,11.0,0.0,98.0,27.0,1632.0,1589.0,43.0,1589.0,845.0,744.0,3387.0,1664.0,1723.0
06001430100,8338.0,2901.0,8338.0,7769.0,4360.0,235.0,19.0,2785.0,31.0,21.0,318.0,569.0,315.0,8.0,2.0,6.0,2.0,164.0,72.0,2954.0,2901.0,53.0,2901.0,2700.0,201.0,8338.0,4083.0,4255.0
06001430200,7077.0,2422.0,7077.0,6511.0,5335.0,170.0,10.0,741.0,6.0,11.0,238.0,566.0,328.0,0.0,14.0,13.0,0.0,151.0,60.0,2458.0,2422.0,36.0,2422.0,2219.0,203.0,7077.0,3438.0,3639.0
06001430300,3649.0,1318.0,3649.0,3377.0,2893.0,49.0,13.0,289.0,9.0,14.0,110.0,272.0,159.0,3.0,2.0,4.0,1.0,59.0,44.0,1329.0,1318.0,11.0,1318.0,1215.0,103.0,3649.0,1779.0,1870.0
06001430400,2087.0,760.0,2087.0,1918.0,1607.0,27.0,4.0,212.0,2.0,3.0,63.0,169.0,95.0,0.0,2.0,1.0,0.0,46.0,25.0,768.0,760.0,8.0,760.0,714.0,46.0,2087.0,1007.0,1080.0
06001430500,6014.0,2071.0,6014.0,5035.0,2857.0,1195.0,29.0,611.0,56.0,24.0,263.0,979.0,385.0,21.0,25.0,14.0,1.0,423.0,110.0,2122.0,2071.0,51.0,2071.0,1205.0,866.0,6014.0,3137.0,2877.0
06001430600,5688.0,2088.0,5688.0,5097.0,3793.0,209.0,16.0,821.0,8.0,10.0,240.0,591.0,265.0,6.0,8.0,10.0,2.0,221.0,79.0,2120.0,2088.0,32.0,2088.0,1785.0,303.0,5688.0,2749.0,2939.0
06001430700,3714.0,1396.0,3714.0,3272.0,2709.0,36.0,11.0,379.0,7.0,6.0,124.0,442.0,285.0,0.0,6.0,2.0,0.0,85.0,64.0,1410.0,1396.0,14.0,1396.0,1137.0,259.0,3714.0,1769.0,1945.0
06001430800,5169.0,2127.0,5169.0,4601.0,3945.0,64.0,24.0,401.0,11.0,15.0,141.0,568.0,322.0,3.0,10.0,18.0,2.0,143.0,70.0,2176.0,2127.0,49.0,2127.0,1476.0,651.0,5169.0,2546.0,2623.0
06001430900,4667.0,1907.0,4667.0,3802.0,2855.0,201.0,34.0,459.0,37.0,11.0,205.0,865.0,443.0,21.0,30.0,11.0,3.0,268.0,89.0,1946.0,1907.0,39.0,1907.0,397.0,1510.0,4667.0,2183.0,2484.0
06001431000,2585.0,1182.0,2585.0,2123.0,1600.0,118.0,15.0,256.0,12.0,7.0,115.0,462.0,220.0,1.0,14.0,6.0,0.0,162.0,59.0,1220.0,1182.0,38.0,1182.0,467.0,715.0,2585.0,1244.0,1341.0
06001431100,3137.0,1316.0,3137.0,2538.0,1868.0,230.0,13.0,247.0,30.0,17.0,133.0,599.0,365.0,10.0,7.0,3.0,1.0,156.0,57.0,1345.0,1316.0,29.0,1316.0,480.0,836.0,3137.0,1551.0,1586.0
06001431200,5988.0,2639.0,5988.0,5124.0,3749.0,503.0,15.0,573.0,33.0,14.0,237.0,864.0,388.0,4.0,6.0,17.0,2.0,326.0,121.0,2694.0,2639.0,55.0,2639.0,1456.0,1183.0,5988.0,2754.0,3234.0
06001432100,3607.0,1434.0,3607.0,3047.0,1965.0,509.0,26.0,369.0,14.0,14.0,150.0,560.0,258.0,18.0,13.0,6.0,0.0,212.0,53.0,1465.0,1434.0,31.0,1434.0,1053.0,381.0,3607.0,1679.0,1928.0
06001432200,3939.0,1622.0,3939.0,3270.0,2156.0,601.0,14.0,303.0,24.0,6.0,166.0,669.0,329.0,20.0,13.0,5.0,1.0,237.0,64.0,1673.0,1622.0,51.0,1622.0,810.0,812.0,3939.0,1821.0,2118.0
06001432300,3282.0,1332.0,3282.0,2161.0,1307.0,324.0,16.0,384.0,17.0,8.0,105.0,1121.0,481.0,11.0,13.0,4.0,1.0,507.0,104.0,1366.0,1332.0,34.0,1332.0,775.0,557.0,3282.0,1605.0,1677.0
06001432400,5411.0,1813.0,5411.0,3806.0,2037.0,377.0,24.0,1099.0,64.0,4.0,201.0,1605.0,672.0,17.0,31.0,9.0,5.0,749.0,122.0,1844.0,1813.0,31.0,1813.0,922.0,891.0,5411.0,2733.0,2678.0
06001432500,8676.0,2852.0,8676.0,6422.0,2506.0,725.0,52.0,2642.0,117.0,24.0,356.0,2254.0,909.0,25.0,45.0,10.0,15.0,1030.0,220.0,2887.0,2852.0,35.0,2852.0,1742.0,1110.0,8676.0,4325.0,4351.0
06001432600,6401.0,2839.0,6401.0,5062.0,2642.0,1054.0,46.0,964.0,49.0,24.0,283.0,1339.0,565.0,22.0,16.0,9.0,2.0,557.0,168.0,2897.0,2839.0,58.0,2839.0,942.0,1897.0,6401.0,2907.0,3494.0
06001432700,2408.0,1047.0,2408.0,2064.0,1558.0,165.0,6.0,213.0,7.0,6.0,109.0,344.0,140.0,4.0,7.0,3.0,3.0,158.0,29.0,1075.0,1047.0,28.0,1047.0,785.0,262.0,2408.0,1135.0,1273.0
06001432800,3658.0,1473.0,3658.0,3201.0,2007.0,317.0,8.0,669.0,17.0,7.0,176.0,457.0,248.0,6.0,8.0,8.0,0.0,134.0,53.0,1503.0,1473.0,30.0,1473.0,1236.0,237.0,3658.0,1809.0,1849.0
06001433000,3371.0,1447.0,3371.0,2812.0,1865.0,189.0,4.0,622.0,12.0,8.0,112.0,559.0,281.0,6.0,6.0,2.0,2.0,204.0,58.0,1470.0,1447.0,23.0,1447.0,1214.0,233.0,3371.0,1574.0,1797.0
06001433101,7067.0,3189.0,7067.0,5289.0,2609.0,1372.0,32.0,909.0,69.0,20.0,278.0,1778.0,791.0,35.0,20.0,26.0,4.0,721.0,181.0,3336.0,3189.0,147.0,3189.0,902.0,2287.0,7067.0,3451.0,3616.0
06001433102,3683.0,1343.0,3683.0,2886.0,1352.0,247.0,16.0,1101.0,36.0,9.0,125.0,797.0,343.0,12.0,7.0,13.0,1.0,339.0,82.0,1365.0,1343.0,22.0,1343.0,901.0,442.0,3683.0,1840.0,1843.0
06001433200,6562.0,2715.0,6562.0,5459.0,2537.0,739.0,19.0,1853.0,34.0,13.0,264.0,1103.0,460.0,18.0,14.0,27.0,10.0,441.0,133.0,2770.0,2715.0,55.0,2715.0,1202.0,1513.0,6562.0,3213.0,3349.0
06001433300,6635.0,2196.0,6635.0,5263.0,3007.0,182.0,38.0,1750.0,55.0,20.0,211.0,1372.0,688.0,6.0,25.0,24.0,0.0,536.0,93.0,2223.0,2196.0,27.0,2196.0,1828.0,368.0,6635.0,3165.0,3470.0
06001433400,6014.0,2256.0,6014.0,5466.0,1976.0,405.0,13.0,2822.0,30.0,8.0,212.0,548.0,308.0,7.0,10.0,10.0,0.0,162.0,51.0,2321.0,2256.0,65.0,2256.0,1990.0,266.0,6014.0,2840.0,3174.0
06001433500,4092.0,1411.0,4092.0,3385.0,2110.0,98.0,18.0,1002.0,42.0,1.0,114.0,707.0,315.0,2.0,14.0,17.0,11.0,281.0,67.0,1435.0,1411.0,24.0,1411.0,1229.0,182.0,4092.0,1980.0,2112.0
06001433600,5901.0,2152.0,5901.0,4925.0,2595.0,442.0,34.0,1548.0,49.0,7.0,250.0,976.0,450.0,20.0,15.0,8.0,1.0,370.0,112.0,2194.0,2152.0,42.0,2152.0,1336.0,816.0,5901.0,2864.0,3037.0
06001433700,2849.0,1017.0,2849.0,1908.0,1126.0,266.0,35.0,305.0,33.0,12.0,131.0,941.0,400.0,14.0,18.0,5.0,0.0,398.0,106.0,1042.0,1017.0,25.0,1017.0,450.0,567.0,2849.0,1378.0,1471.0
06001433800,7100.0,2432.0,7100.0,5074.0,1947.0,1018.0,41.0,1688.0,77.0,20.0,283.0,2026.0,768.0,26.0,39.0,13.0,0.0,945.0,235.0,2484.0,2432.0,52.0,2432.0,1182.0,1250.0,7100.0,3511.0,3589.0
06001433900,6301.0,2191.0,6301.0,4198.0,1180.0,1985.0,35.0,652.0,72.0,6.0,268.0,2103.0,730.0,57.0,28.0,22.0,2.0,1094.0,170.0,2223.0,2191.0,32.0,2191.0,314.0,1877.0,6301.0,3062.0,3239.0
06001434000,4616.0,1607.0,4616.0,2920.0,1338.0,819.0,47.0,419.0,49.0,16.0,232.0,1696.0,637.0,22.0,26.0,12.0,4.0,861.0,134.0,1648.0,1607.0,41.0,1607.0,654.0,953.0,4616.0,2254.0,2362.0
06001435101,10579.0,3788.0,10579.0,8741.0,4124.0,1322.0,23.0,2610.0,111.0,45.0,506.0,1838.0,696.0,18.0,28.0,23.0,4.0,837.0,232.0,3865.0,3788.0,77.0,3788.0,2040.0,1748.0,10579.0,5227.0,5352.0
06001435102,5031.0,1720.0,5031.0,4513.0,2339.0,767.0,7.0,1073.0,44.0,23.0,260.0,518.0,277.0,19.0,14.0,9.0,0.0,132.0,67.0,1745.0,1720.0,25.0,1720.0,1182.0,538.0,5031.0,2336.0,2695.0
06001435200,4198.0,1358.0,4198.0,3578.0,1567.0,1250.0,17.0,472.0,54.0,14.0,204.0,620.0,240.0,16.0,9.0,11.0,1.0,250.0,93.0,1386.0,1358.0,28.0,1358.0,1077.0,281.0,4198.0,2070.0,2128.0
06001435300,4707.0,1656.0,4707.0,3518.0,1834.0,904.0,23.0,407.0,34.0,38.0,278.0,1189.0,391.0,35.0,20.0,4.0,4.0,601.0,134.0,1705.0,1656.0,49.0,1656.0,668.0,988.0,4707.0,2295.0,2412.0
06001435400,4365.0,1803.0,4365.0,3163.0,1783.0,775.0,29.0,359.0,24.0,13.0,180.0,1202.0,506.0,27.0,10.0,9.0,4.0,475.0,171.0,1916.0,1803.0,113.0,1803.0,363.0,1440.0,4365.0,2087.0,2278.0
06001435500,3694.0,1454.0,3694.0,2471.0,1616.0,369.0,16.0,262.0,43.0,4.0,161.0,1223.0,544.0,21.0,28.0,2.0,3.0,528.0,97.0,1521.0,1454.0,67.0,1454.0,492.0,962.0,3694.0,1802.0,1892.0
06001435600,9524.0,3151.0,9524.0,5453.0,3422.0,928.0,44.0,622.0,114.0,16.0,307.0,4071.0,1629.0,24.0,66.0,32.0,12.0,1997.0,311.0,3241.0,3151.0,90.0,3151.0,1034.0,2117.0,9524.0,4922.0,4602.0
06001435700,4181.0,1488.0,4181.0,2935.0,1952.0,231.0,17.0,552.0,13.0,12.0,158.0,1246.0,471.0,11.0,28.0,8.0,6.0,619.0,103.0,1517.0,1488.0,29.0,1488.0,1034.0,454.0,4181.0,2040.0,2141.0
06001435800,5034.0,1638.0,5034.0,3775.0,2454.0,137.0,29.0,957.0,18.0,13.0,167.0,1259.0,577.0,14.0,17.0,25.0,5.0,513.0,108.0,1667.0,1638.0,29.0,1638.0,1332.0,306.0,5034.0,2452.0,2582.0
06001435900,4817.0,1676.0,4817.0,3969.0,2651.0,92.0,17.0,947.0,24.0,7.0,231.0,848.0,390.0,0.0,18.0,7.0,1.0,326.0,106.0,1695.0,1676.0,19.0,1676.0,1473.0,203.0,4817.0,2274.0,2543.0
06001436000,4252.0,1430.0,4252.0,3180.0,2525.0,60.0,20.0,390.0,10.0,13.0,162.0,1072.0,499.0,7.0,18.0,12.0,2.0,444.0,90.0,1453.0,1430.0,23.0,1430.0,1215.0,215.0,4252.0,2085.0,2167.0
