,Total:,No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,county
06097150610,1426.0,17.0,0.0,91.0,807.0,378.0,133.0,sol
06097150611,1359.0,0.0,96.0,305.0,413.0,501.0,44.0,sol
06097150612,1753.0,24.0,30.0,494.0,679.0,486.0,40.0,sol
06097150701,2110.0,107.0,443.0,864.0,501.0,169.0,26.0,sol
06097150702,1788.0,0.0,122.0,250.0,708.0,557.0,151.0,sol
06097150800,2074.0,51.0,337.0,693.0,617.0,327.0,49.0,sol
06097150901,2070.0,119.0,318.0,788.0,565.0,265.0,15.0,sol
06097150902,1457.0,11.0,47.0,382.0,608.0,338.0,71.0,sol
06097151000,1527.0,35.0,167.0,453.0,628.0,223.0,21.0,sol
06097151100,1840.0,8.0,141.0,584.0,750.0,296.0,61.0,sol
06097151201,2998.0,18.0,510.0,976.0,1241.0,224.0,29.0,sol
06097151203,2173.0,90.0,290.0,417.0,935.0,390.0,51.0,sol
06097151204,1617.0,0.0,96.0,737.0,511.0,264.0,9.0,sol
06097151301,1643.0,0.0,310.0,372.0,573.0,379.0,9.0,sol
06097151305,2409.0,39.0,759.0,772.0,625.0,172.0,42.0,sol
06097151306,1657.0,22.0,102.0,942.0,394.0,139.0,58.0,sol
06097151307,1985.0,0.0,92.0,393.0,994.0,408.0,98.0,sol
06097151308,2174.0,8.0,245.0,841.0,481.0,418.0,181.0,sol
06097151309,1938.0,0.0,142.0,421.0,980.0,376.0,19.0,sol
06097151310,1525.0,0.0,215.0,515.0,509.0,207.0,79.0,sol
06097151311,2473.0,30.0,397.0,500.0,1203.0,316.0,27.0,sol
06097151401,2122.0,91.0,359.0,466.0,824.0,367.0,15.0,sol
06097151402,3574.0,12.0,923.0,1570.0,941.0,118.0,10.0,sol
06097151502,3172.0,0.0,357.0,1042.0,1219.0,388.0,166.0,sol
06097151503,1481.0,0.0,24.0,91.0,660.0,648.0,58.0,sol
06097151504,1418.0,0.0,13.0,146.0,942.0,311.0,6.0,sol
06097151601,1926.0,53.0,102.0,1283.0,457.0,31.0,0.0,sol
06097151602,2108.0,0.0,93.0,1061.0,855.0,99.0,0.0,sol
06097151700,3160.0,77.0,669.0,906.0,1182.0,289.0,37.0,sol
06097151800,2206.0,0.0,135.0,892.0,1033.0,87.0,59.0,sol
06097151900,1444.0,51.0,455.0,610.0,277.0,51.0,0.0,sol
06097152000,1042.0,65.0,602.0,230.0,78.0,67.0,0.0,sol
06097152100,1066.0,0.0,303.0,437.0,286.0,40.0,0.0,sol
06097152201,1861.0,74.0,413.0,936.0,390.0,48.0,0.0,sol
06097152202,3057.0,30.0,291.0,1265.0,1028.0,401.0,42.0,sol
06097152203,1921.0,69.0,402.0,755.0,585.0,89.0,21.0,sol
06097152300,1965.0,73.0,156.0,431.0,946.0,348.0,11.0,sol
06097152400,4167.0,112.0,85.0,611.0,1522.0,1482.0,355.0,sol
06097152501,1695.0,0.0,207.0,556.0,647.0,267.0,18.0,sol
06097152502,1573.0,0.0,96.0,563.0,629.0,278.0,7.0,sol
06097152600,3552.0,112.0,116.0,413.0,1639.0,1142.0,130.0,sol
06097152701,2261.0,14.0,106.0,733.0,866.0,496.0,46.0,sol
06097152702,2144.0,20.0,288.0,625.0,799.0,384.0,28.0,sol
06097152801,2070.0,0.0,192.0,278.0,1205.0,365.0,30.0,sol
06097152802,2960.0,196.0,920.0,1398.0,414.0,21.0,11.0,sol
06097152903,1581.0,48.0,120.0,655.0,531.0,227.0,0.0,sol
06097152904,1981.0,0.0,338.0,357.0,812.0,448.0,26.0,sol
06097152905,1627.0,0.0,88.0,705.0,534.0,300.0,0.0,sol
06097152906,1836.0,44.0,110.0,450.0,825.0,369.0,38.0,sol
06097153001,2418.0,99.0,630.0,954.0,545.0,134.0,56.0,sol
06097153002,2083.0,28.0,261.0,797.0,764.0,233.0,0.0,sol
06097153003,2146.0,23.0,355.0,781.0,768.0,179.0,40.0,sol
06097153005,2577.0,0.0,112.0,529.0,1217.0,663.0,56.0,sol
06097153006,2904.0,0.0,167.0,914.0,1393.0,407.0,23.0,sol
06097153102,1473.0,21.0,59.0,617.0,605.0,139.0,32.0,sol
06097153103,1464.0,99.0,159.0,366.0,657.0,160.0,23.0,sol
06097153104,1307.0,61.0,314.0,469.0,419.0,44.0,0.0,sol
06097153200,2174.0,25.0,106.0,712.0,825.0,435.0,71.0,sol
06097153300,3626.0,60.0,269.0,1094.0,1480.0,621.0,102.0,sol
06097153401,2766.0,29.0,174.0,1242.0,1067.0,225.0,29.0,sol
06097153403,1760.0,47.0,345.0,638.0,576.0,143.0,11.0,sol
06097153404,1919.0,112.0,180.0,414.0,873.0,297.0,43.0,sol
06097153501,1893.0,0.0,184.0,465.0,930.0,277.0,37.0,sol
06097153502,1823.0,12.0,246.0,413.0,869.0,243.0,40.0,sol
06097153600,2485.0,48.0,387.0,631.0,1207.0,166.0,46.0,sol
06097153703,2826.0,186.0,651.0,1365.0,535.0,61.0,28.0,sol
06097153704,2543.0,43.0,391.0,1401.0,519.0,137.0,52.0,sol
06097153705,1850.0,30.0,362.0,656.0,634.0,145.0,23.0,sol
06097153706,2477.0,15.0,284.0,974.0,873.0,237.0,94.0,sol
06097153801,3144.0,14.0,37.0,425.0,1791.0,796.0,81.0,sol
06097153804,1122.0,36.0,13.0,266.0,441.0,366.0,0.0,sol
06097153806,1228.0,68.0,146.0,207.0,495.0,291.0,21.0,sol
06097153807,1371.0,0.0,15.0,183.0,794.0,309.0,70.0,sol
06097153808,1595.0,75.0,198.0,476.0,593.0,227.0,26.0,sol
06097153809,1460.0,0.0,55.0,282.0,702.0,359.0,62.0,sol
06097153901,2474.0,7.0,184.0,730.0,986.0,463.0,104.0,sol
06097153902,1655.0,117.0,123.0,523.0,627.0,243.0,22.0,sol
06097153903,1652.0,13.0,125.0,600.0,761.0,153.0,0.0,sol
06097154000,1345.0,30.0,127.0,417.0,600.0,138.0,33.0,sol
06097154100,1804.0,12.0,142.0,538.0,801.0,244.0,67.0,sol
06097154201,1621.0,15.0,286.0,579.0,640.0,88.0,13.0,sol
06097154202,2485.0,33.0,99.0,839.0,1033.0,401.0,80.0,sol
06097154302,2258.0,90.0,215.0,751.0,988.0,214.0,0.0,sol
06097154303,1939.0,41.0,139.0,934.0,736.0,89.0,0.0,sol
06097154304,1802.0,90.0,403.0,783.0,480.0,41.0,5.0,sol
06097990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sol
