,P030001 Total: Workers 16 years and over,P030005 Total:  Public transportation:
06037920013,1691.0,65.0
06037920014,137.0,0.0
06037920015,1210.0,32.0
06037920016,1192.0,39.0
06037920017,2277.0,74.0
06037920018,1117.0,38.0
06037920019,3793.0,90.0
06037920020,3106.0,120.0
06037920023,989.0,28.0
06037920026,175.0,0.0
06037920027,0.0,0.0
06037920028,894.0,8.0
06037920029,1611.0,27.0
06037920030,2898.0,77.0
06037920031,1746.0,47.0
06037920032,730.0,37.0
06037920033,179.0,0.0
06037920034,1325.0,15.0
06037920035,3234.0,101.0
06037920036,1507.0,37.0
06037920037,2907.0,111.0
06037920038,2224.0,116.0
06037920039,893.0,15.0
06037920040,1020.0,12.0
06037920041,578.0,15.0
06037920042,2695.0,145.0
06037920043,591.0,0.0
06037920103,1230.0,20.0
06037920104,934.0,6.0
06037920105,3985.0,67.0
06037920106,1217.0,14.0
06037920107,0.0,0.0
06037920108,0.0,0.0
06037920109,766.0,17.0
06037920110,2338.0,72.0
06037920111,1771.0,23.0
06037920112,2185.0,63.0
06037920113,2092.0,43.0
06037920200,0.0,0.0
06037920303,565.0,0.0
06037920312,2400.0,59.0
06037920313,2711.0,63.0
06037920314,1165.0,11.0
06037920322,1448.0,5.0
06037920326,1966.0,25.0
06037920327,3296.0,27.0
06037920328,389.0,0.0
06037920329,2999.0,86.0
06037920330,2835.0,73.0
06037920331,2074.0,27.0
06037920332,1264.0,0.0
06037920334,2923.0,71.0
06037920335,5634.0,471.0
06037930000,273.0,0.0
06037930100,110.0,0.0
06037930200,234.0,0.0
06039000102,1522.0,8.0
06039000103,2107.0,0.0
06039000104,1789.0,0.0
06039000105,4623.0,19.0
06039000200,1535.0,10.0
06039000300,2531.0,0.0
06039000400,543.0,1.0
06039000502,2487.0,55.0
06039000503,2034.0,6.0
06039000506,2068.0,13.0
06039000507,2338.0,0.0
06039000508,2021.0,0.0
06039000509,2494.0,0.0
06039000601,2428.0,22.0
06039000602,1252.0,73.0
06039000700,3162.0,12.0
06039000800,1875.0,33.0
06039000900,1748.0,35.0
06039001000,2401.0,7.0
06041101100,1388.0,43.0
06041101200,1368.0,76.0
06041102100,1254.0,45.0
06041102201,5119.0,389.0
06041103100,3650.0,247.0
06041103200,3151.0,275.0
06041104101,3315.0,246.0
06041104102,2867.0,357.0
06041104200,3172.0,221.0
06041104300,782.0,6.0
06041105000,1920.0,248.0
06041106001,2148.0,154.0
06041106002,2832.0,272.0
06041107000,2978.0,268.0
06041108100,3125.0,266.0
06041108200,2655.0,272.0
06041109000,4574.0,600.0
06041110100,3050.0,362.0
06041110200,2517.0,199.0
06041111000,3639.0,417.0
06041112100,2433.0,228.0
06041112200,4613.0,1048.0
06041113000,2184.0,52.0
06041114100,3068.0,250.0
06041114200,1639.0,144.0
06041115000,3466.0,332.0
06041116000,1888.0,169.0
06041117000,2649.0,280.0
06041118100,890.0,60.0
06041118200,184.0,0.0
06041119100,2032.0,207.0
06041119200,3078.0,333.0
06041120000,3563.0,459.0
06041121100,2914.0,277.0
06041121200,3015.0,368.0
06041122000,76.0,16.0
06041123000,857.0,113.0
06041124100,2609.0,249.0
06041124200,2596.0,274.0
06041125000,2237.0,212.0
06041126100,2810.0,238.0
06041126200,2037.0,240.0
06041127000,2418.0,236.0
06041128100,3767.0,411.0
06041128200,2654.0,283.0
06041129000,1319.0,384.0
06041130200,5413.0,899.0
06041131000,381.0,3.0
06041132100,1306.0,24.0
06041132200,1279.0,34.0
06041133000,1767.0,11.0
06043000100,2254.0,27.0
06043000200,1018.0,0.0
06043000300,2114.0,21.0
06043000400,1260.0,46.0
06045010100,826.0,3.0
06045010200,1663.0,6.0
06045010300,1822.0,5.0
06045010400,1665.0,6.0
06045010500,1727.0,17.0
06045010600,2969.0,0.0
06045010700,2687.0,5.0
06045010801,2657.0,4.0
06045010802,895.0,22.0
06045010900,1651.0,27.0
06045011000,3655.0,18.0
06045011100,1790.0,15.0
06045011200,1404.0,10.0
06045011300,2313.0,9.0
06045011400,2084.0,0.0
06045011500,2738.0,33.0
06045011600,2045.0,6.0
06045011700,2002.0,9.0
06045011800,1070.0,23.0
06047000100,437.0,9.0
06047000200,4180.0,40.0
06047000301,1257.0,5.0
06047000303,844.0,0.0
06047000304,2411.0,59.0
06047000400,3749.0,0.0
06047000503,753.0,0.0
06047000504,1472.0,4.0
06047000505,1735.0,13.0
06047000601,2122.0,32.0
06047000602,1346.0,0.0
06047000603,2368.0,21.0
06047000701,1229.0,29.0
06047000702,1579.0,0.0
06047000801,807.0,6.0
06047000802,1018.0,0.0
06047000901,1215.0,0.0
06047000902,1972.0,17.0
06047000903,500.0,0.0
06047001002,2327.0,0.0
06047001003,1521.0,3.0
06047001004,1571.0,9.0
06047001005,647.0,0.0
06047001101,2637.0,23.0
06047001102,954.0,0.0
06047001200,2205.0,20.0
06047001301,1115.0,0.0
06047001302,1179.0,28.0
06047001401,1461.0,36.0
06047001402,1835.0,0.0
06047001501,736.0,0.0
06047001502,766.0,0.0
06047001503,983.0,0.0
06047001601,1007.0,4.0
06047001602,906.0,14.0
06047001700,1594.0,23.0
06047001801,727.0,0.0
06047001802,388.0,31.0
06047001901,1287.0,21.0
06047001902,804.0,4.0
06047002000,2661.0,20.0
06047002100,1377.0,0.0
06047002201,2004.0,0.0
06047002202,2593.0,9.0
06047002301,1900.0,13.0
06047002302,2805.0,0.0
06047002400,2362.0,28.0
06049000100,1222.0,0.0
06049000200,701.0,2.0
06049000300,1063.0,0.0
06049000400,548.0,0.0
06051000100,2878.0,9.0
06051000200,4227.0,201.0
06053000101,844.0,0.0
06053000102,2949.0,70.0
06053000103,1340.0,21.0
06053000104,1261.0,8.0
06053000200,2412.0,54.0
06053000300,1684.0,24.0
06053000400,2580.0,28.0
06053000500,2794.0,55.0
06053000600,1989.0,46.0
06053000700,3581.0,259.0
06053000800,1747.0,89.0
06053000900,1632.0,33.0
06053001000,251.0,21.0
06053001100,1466.0,16.0
06053001200,1537.0,19.0
06053001300,867.0,29.0
06053001400,1151.0,21.0
06053001500,2749.0,0.0
06053001600,2967.0,174.0
06053001700,1590.0,70.0
06053001800,3856.0,71.0
06053010101,1685.0,37.0
06053010102,1590.0,17.0
06053010201,1812.0,16.0
06053010202,1952.0,14.0
06053010302,520.0,0.0
06053010303,263.0,0.0
06053010304,2129.0,0.0
06053010305,2249.0,13.0
06053010400,2184.0,78.0
06053010501,3083.0,2.0
06053010503,4009.0,87.0
06053010504,1920.0,45.0
06053010602,1910.0,160.0
06053010603,2428.0,0.0
06053010604,1496.0,18.0
06053010605,838.0,12.0
06053010606,1778.0,29.0
06053010701,3254.0,9.0
06053010702,1948.0,0.0
06053010801,3469.0,36.0
06053010802,464.0,8.0
06053010900,0.0,0.0
06053011000,3336.0,14.0
06053011101,1892.0,8.0
06053011102,2783.0,54.0
06053011201,3231.0,15.0
06053011202,1729.0,31.0
06053011301,3522.0,13.0
06053011302,1918.0,0.0
06053011400,1353.0,0.0
06053011500,649.0,0.0
06053011600,2980.0,0.0
06053011700,2150.0,0.0
06053011800,1990.0,34.0
06053011900,1793.0,26.0
06053012000,2119.0,49.0
06053012100,966.0,17.0
06053012200,1510.0,11.0
06053012301,576.0,8.0
06053012302,1118.0,19.0
06053012401,1070.0,22.0
06053012402,1581.0,23.0
06053012500,3139.0,77.0
06053012600,2354.0,164.0
06053012700,2042.0,37.0
06053012800,2479.0,34.0
06053013000,1925.0,59.0
06053013100,617.0,0.0
06053013200,1857.0,10.0
06053013300,3359.0,142.0
06053013400,941.0,0.0
06053013500,2358.0,41.0
06053013600,1975.0,233.0
06053013700,2123.0,328.0
06053013800,2380.0,79.0
06053013900,1193.0,44.0
06053014000,1200.0,34.0
06053014101,2256.0,70.0
06053014102,797.0,0.0
06053014103,2854.0,31.0
06053014200,4230.0,107.0
06053014301,1924.0,29.0
06053014302,2020.0,36.0
06055200201,1536.0,21.0
06055200202,1242.0,68.0
06055200203,1317.0,14.0
06055200300,3384.0,66.0
06055200400,1767.0,6.0
06055200501,1969.0,38.0
06055200502,3931.0,92.0
06055200503,829.0,39.0
06055200600,3902.0,55.0
06055200701,3228.0,25.0
06055200702,2680.0,64.0
06055200703,1482.0,16.0
06055200801,3576.0,64.0
06055200802,2378.0,39.0
06055200900,20.0,0.0
06055201001,3172.0,30.0
06055201002,1347.0,32.0
06055201100,1978.0,5.0
06055201200,1942.0,3.0
06055201300,974.0,9.0
06055201400,3764.0,76.0
06055201500,1235.0,0.0
06055201600,2748.0,36.0
06055201700,3215.0,5.0
06055201800,801.0,0.0
06055201900,686.0,0.0
06055202000,2290.0,0.0
06057000102,2500.0,8.0
06057000103,2925.0,11.0
06057000104,1265.0,0.0
06057000105,1112.0,0.0
06057000200,1117.0,10.0
06057000300,942.0,0.0
06057000401,1940.0,0.0
06057000402,2589.0,31.0
06057000501,2466.0,32.0
06057000502,1955.0,28.0
06057000600,2489.0,55.0
06057000701,3061.0,10.0
06057000702,1688.0,28.0
06057000801,2347.0,9.0
06057000802,2686.0,28.0
06057000900,1605.0,9.0
06057001201,5260.0,26.0
06057001202,2726.0,0.0
06059001101,2023.0,19.0
06059001102,1369.0,31.0
06059001103,1788.0,53.0
06059001201,2048.0,128.0
06059001202,1152.0,26.0
06059001301,3312.0,17.0
06059001303,2488.0,61.0
06059001304,1470.0,76.0
06059001401,2201.0,39.0
06059001402,2261.0,52.0
06059001403,1578.0,0.0
06059001404,1537.0,64.0
06059001501,2853.0,48.0
06059001503,2498.0,27.0
06059001504,2114.0,33.0
06059001505,3254.0,58.0
06059001506,1994.0,21.0
06059001507,2591.0,4.0
06059001601,2701.0,47.0
06059001602,2157.0,38.0
06059001704,1315.0,32.0
06059001705,2037.0,16.0
06059001706,1461.0,11.0
06059001707,3089.0,27.0
06059001708,1929.0,23.0
06059001801,1977.0,116.0
06059001802,2823.0,198.0
06059001901,1101.0,10.0
06059001902,1200.0,62.0
06059001903,1142.0,12.0
06059011000,2730.0,79.0
06059011101,1735.0,62.0
06059011102,1932.0,109.0
06059011200,1943.0,62.0
06059011300,2049.0,133.0
06059011401,998.0,43.0
06059011402,1006.0,30.0
06059011403,2609.0,180.0
06059011502,1835.0,64.0
06059011503,889.0,41.0
06059011504,3264.0,76.0
06059011601,3334.0,272.0
06059011602,2069.0,143.0
06059011707,2485.0,39.0
06059011708,2409.0,25.0
06059011709,2306.0,21.0
06059011710,1812.0,9.0
06059011711,3851.0,76.0
06059011712,2457.0,81.0
06059011714,92.0,0.0
06059011715,2950.0,20.0
06059011716,2278.0,34.0
06059011717,1291.0,0.0
06059011718,1758.0,6.0
06059011720,2513.0,139.0
06059011721,2076.0,33.0
06059011722,1346.0,84.0
06059021802,3353.0,35.0
06059021807,1995.0,47.0
06059021809,1202.0,9.0
06059021810,1812.0,20.0
06059021812,3502.0,40.0
06059021813,15.0,5.0
06059021814,3644.0,42.0
06059021815,1595.0,8.0
06059021816,2496.0,7.0
06059021817,2085.0,11.0
06059021820,2165.0,12.0
06059021821,3066.0,27.0
06059021822,2008.0,8.0
06059021823,1715.0,15.0
06059021824,1489.0,0.0
06059021825,1418.0,0.0
06059021826,1374.0,0.0
06059021827,1859.0,10.0
06059021828,2307.0,10.0
06059021829,2669.0,0.0
06059021830,3047.0,20.0
06059021903,1989.0,7.0
06059021905,2665.0,33.0
06059021912,1651.0,7.0
06059021913,3632.0,90.0
06059021914,2084.0,67.0
06059021915,2062.0,35.0
06059021916,1698.0,7.0
06059021917,1648.0,15.0
06059021918,2837.0,47.0
06059021919,1364.0,0.0
06059021920,3019.0,0.0
06059021921,2109.0,16.0
06059021922,2687.0,39.0
06059021923,3290.0,11.0
06059021924,2267.0,8.0
06059032002,2977.0,30.0
06059032003,2302.0,6.0
06059032011,1122.0,0.0
06059032012,1951.0,23.0
06059032013,1871.0,46.0
06059032014,2417.0,91.0
06059032015,3379.0,27.0
06059032020,3220.0,15.0
06059032022,3400.0,85.0
06059032023,1241.0,10.0
06059032027,3407.0,54.0
06059032028,1737.0,18.0
06059032029,2595.0,8.0
06059032030,1891.0,8.0
06059032031,1902.0,0.0
06059032032,1799.0,10.0
06059032033,1954.0,50.0
06059032034,3189.0,25.0
06059032035,1285.0,9.0
06059032036,1904.0,0.0
06059032037,1222.0,17.0
06059032038,3469.0,14.0
06059032039,3448.0,46.0
06059032040,1529.0,7.0
06059032041,547.0,10.0
06059032042,2933.0,0.0
06059032043,1888.0,23.0
06059032044,2700.0,0.0
06059032045,1508.0,6.0
06059032046,1713.0,20.0
06059032047,1874.0,15.0
06059032048,2470.0,16.0
06059032049,4262.0,23.0
06059032050,2709.0,26.0
06059032051,2647.0,17.0
06059032052,1397.0,20.0
06059032053,4155.0,50.0
06059032054,2700.0,7.0
06059032055,2138.0,71.0
06059032056,2615.0,0.0
06059042103,3964.0,49.0
06059042106,680.0,1.0
06059042107,2112.0,84.0
06059042108,3444.0,101.0
06059042109,2697.0,38.0
06059042111,2639.0,0.0
06059042112,1960.0,21.0
06059042113,1872.0,0.0
06059042114,1732.0,45.0
06059042201,2798.0,88.0
06059042203,3303.0,57.0
06059042205,3291.0,38.0
06059042206,1359.0,6.0
06059042305,1922.0,72.0
06059042307,3652.0,91.0
06059042310,4068.0,175.0
06059042311,2668.0,32.0
06059042312,3169.0,114.0
06059042313,4153.0,145.0
06059042315,3129.0,11.0
06059042317,1599.0,8.0
06059042319,1636.0,10.0
06059042320,3369.0,6.0
06059042323,2449.0,46.0
06059042324,2023.0,66.0
06059042325,1957.0,12.0
06059042326,2167.0,13.0
06059042327,2758.0,33.0
06059042328,1072.0,10.0
06059042329,2273.0,34.0
06059042330,3302.0,44.0
06059042331,2694.0,66.0
06059042332,2595.0,22.0
06059042333,1803.0,22.0
06059042334,2938.0,5.0
06059042335,2227.0,18.0
06059042336,2304.0,22.0
06059042337,2027.0,0.0
06059042338,2560.0,29.0
06059042339,1841.0,36.0
06059052404,11.0,0.0
06059052408,3490.0,20.0
06059052410,2617.0,30.0
06059052411,2420.0,79.0
06059052415,2207.0,11.0
06059052416,2162.0,42.0
06059052417,2635.0,0.0
06059052418,1645.0,0.0
06059052419,1683.0,21.0
06059052420,3857.0,15.0
06059052421,2750.0,0.0
06059052422,2302.0,9.0
06059052423,2737.0,35.0
06059052424,2636.0,63.0
06059052425,3436.0,29.0
06059052426,2573.0,10.0
06059052427,2607.0,13.0
06059052428,3400.0,41.0
06059052502,3060.0,26.0
06059052505,2664.0,17.0
06059052506,1266.0,0.0
06059052511,2927.0,7.0
06059052513,2860.0,22.0
06059052514,2710.0,28.0
06059052515,3390.0,13.0
06059052517,2999.0,0.0
06059052518,1.0,0.0
06059052519,2342.0,0.0
06059052520,1786.0,30.0
06059052521,2530.0,23.0
06059052522,2050.0,21.0
06059052523,2058.0,6.0
06059052524,4257.0,20.0
06059052525,3780.0,38.0
06059052526,2303.0,12.0
06059052527,3963.0,7.0
06059052528,1811.0,58.0
06059062604,2170.0,44.0
06059062605,2276.0,27.0
06059062610,1116.0,14.0
06059062611,1865.0,51.0
06059062612,3620.0,20.0
06059062614,5418.0,54.0
06059062619,2237.0,17.0
06059062620,2846.0,42.0
06059062621,2457.0,7.0
06059062622,896.0,0.0
06059062623,1381.0,20.0
06059062625,1760.0,49.0
06059062626,1293.0,14.0
06059062627,1399.0,8.0
06059062628,1594.0,0.0
06059062629,1122.0,9.0
06059062630,973.0,18.0
06059062631,1776.0,10.0
06059062632,2297.0,28.0
06059062633,1937.0,18.0
06059062634,2906.0,39.0
06059062635,2526.0,33.0
06059062636,2200.0,54.0
06059062637,1599.0,19.0
06059062638,2907.0,38.0
06059062639,3578.0,44.0
06059062640,2241.0,13.0
06059062641,1384.0,13.0
06059062642,1266.0,16.0
06059062643,1558.0,24.0
06059062644,2880.0,0.0
06059062645,2660.0,14.0
06059062646,463.0,12.0
06059062647,1116.0,0.0
06059062701,1548.0,9.0
06059062702,2923.0,25.0
06059062800,2939.0,28.0
06059062900,791.0,7.0
06059063004,2880.0,37.0
06059063005,837.0,5.0
06059063006,1753.0,19.0
06059063007,3239.0,27.0
06059063008,545.0,0.0
06059063009,769.0,12.0
06059063010,3497.0,58.0
06059063101,1550.0,6.0
06059063102,3733.0,51.0
06059063103,1387.0,43.0
06059063201,2080.0,34.0
06059063202,1943.0,55.0
06059063301,1955.0,0.0
06059063302,2151.0,30.0
06059063400,2405.0,0.0
06059063500,4223.0,9.0
06059063601,2035.0,58.0
06059063603,3694.0,32.0
06059063604,1789.0,138.0
06059063605,2289.0,285.0
06059063701,2642.0,480.0
06059063702,2897.0,247.0
06059063802,1462.0,31.0
06059063803,2600.0,71.0
06059063805,1165.0,0.0
06059063806,1782.0,21.0
06059063807,2506.0,51.0
06059063808,2853.0,428.0
06059063902,3564.0,133.0
06059063903,1991.0,102.0
06059063904,2195.0,102.0
06059063905,2152.0,36.0
06059063906,3745.0,201.0
06059063907,2896.0,28.0
06059063908,3498.0,31.0
06059074003,815.0,61.0
06059074004,3230.0,89.0
06059074005,2847.0,255.0
06059074006,2688.0,134.0
06059074102,3006.0,206.0
06059074103,1853.0,115.0
06059074106,2722.0,124.0
06059074107,2953.0,67.0
06059074108,1916.0,144.0
06059074109,1327.0,54.0
06059074110,1805.0,35.0
06059074111,2413.0,80.0
06059074200,3227.0,321.0
06059074300,1304.0,79.0
06059074403,1814.0,231.0
06059074405,2194.0,385.0
06059074406,1177.0,70.0
06059074407,2444.0,232.0
06059074408,2259.0,157.0
06059074501,2251.0,371.0
06059074502,2134.0,203.0
06059074601,2884.0,227.0
06059074602,3582.0,401.0
06059074701,3320.0,214.0
06059074702,2264.0,207.0
06059074801,2120.0,278.0
06059074802,1966.0,161.0
06059074803,3390.0,290.0
06059074805,2435.0,400.0
06059074806,1966.0,303.0
06059074901,3581.0,552.0
06059074902,2385.0,278.0
06059075002,2894.0,560.0
06059075003,2209.0,443.0
06059075004,2158.0,344.0
06059075100,2999.0,299.0
06059075201,2144.0,172.0
06059075202,2165.0,188.0
06059075301,2237.0,81.0
06059075302,1838.0,83.0
06059075303,1611.0,68.0
06059075401,1634.0,21.0
06059075403,3215.0,42.0
06059075404,2651.0,83.0
06059075405,1229.0,0.0
06059075504,2055.0,40.0
06059075505,1680.0,91.0
06059075506,1654.0,20.0
06059075507,2726.0,48.0
06059075512,1633.0,47.0
06059075513,2289.0,77.0
06059075514,1701.0,140.0
06059075515,3291.0,196.0
06059075603,1904.0,13.0
06059075604,3955.0,0.0
06059075605,3130.0,46.0
06059075606,2760.0,19.0
06059075607,3883.0,32.0
06059075701,3033.0,7.0
06059075702,1542.0,0.0
06059075703,1811.0,0.0
06059075805,2059.0,42.0
06059075806,2646.0,82.0
06059075807,2012.0,114.0
06059075808,1739.0,10.0
06059075809,1431.0,0.0
06059075810,1544.0,0.0
06059075811,1416.0,27.0
06059075812,2735.0,181.0
06059075813,2356.0,34.0
06059075814,1832.0,0.0
06059075815,2450.0,115.0
06059075816,1874.0,44.0
06059075901,2242.0,64.0
06059075902,3267.0,123.0
06059076000,4132.0,60.0
06059076101,2354.0,74.0
06059076102,1939.0,23.0
06059076103,3366.0,166.0
06059076201,2856.0,62.0
06059076202,2870.0,60.0
06059076204,2087.0,145.0
06059076205,2907.0,73.0
06059076206,2033.0,88.0
06059076208,2279.0,59.0
06059086301,2811.0,75.0
06059086303,2195.0,37.0
06059086304,2457.0,34.0
06059086305,1791.0,6.0
06059086306,1888.0,26.0
06059086402,2268.0,166.0
06059086404,2496.0,160.0
06059086405,2648.0,264.0
06059086406,1824.0,30.0
06059086407,2900.0,79.0
06059086501,1682.0,153.0
06059086502,2147.0,154.0
06059086601,3439.0,305.0
06059086602,2550.0,285.0
06059086701,3478.0,49.0
06059086702,2792.0,125.0
06059086801,1407.0,19.0
06059086802,2168.0,132.0
06059086803,3268.0,95.0
06059086901,3475.0,298.0
06059086902,1901.0,64.0
06059086903,2326.0,68.0
06059087001,2213.0,129.0
06059087002,3034.0,57.0
06059087101,1834.0,71.0
06059087102,2498.0,106.0
06059087103,2946.0,127.0
06059087105,1934.0,68.0
06059087106,1730.0,142.0
06059087200,2944.0,148.0
06059087300,3706.0,306.0
06059087401,1206.0,38.0
06059087403,1157.0,126.0
06059087404,1182.0,62.0
06059087405,2463.0,334.0
06059087501,2163.0,105.0
06059087503,2789.0,181.0
06059087504,3012.0,327.0
06059087601,2076.0,222.0
06059087602,3049.0,143.0
06059087701,2087.0,41.0
06059087703,2635.0,60.0
06059087704,2150.0,39.0
06059087801,2205.0,70.0
06059087802,2771.0,77.0
06059087803,2182.0,295.0
06059087805,2640.0,162.0
06059087806,2002.0,90.0
06059087901,1334.0,55.0
06059087902,2174.0,178.0
06059088001,1948.0,47.0
06059088002,1651.0,17.0
06059088101,1052.0,22.0
06059088104,1730.0,37.0
06059088105,1692.0,9.0
06059088106,1880.0,44.0
06059088107,2242.0,46.0
06059088201,1450.0,64.0
06059088202,1344.0,51.0
06059088203,1966.0,80.0
06059088301,2342.0,70.0
06059088302,2228.0,50.0
06059088401,2187.0,108.0
06059088402,1963.0,139.0
06059088403,2770.0,131.0
06059088501,2563.0,107.0
06059088502,2074.0,115.0
06059088601,2485.0,97.0
06059088602,1933.0,85.0
06059088701,2571.0,125.0
06059088702,2183.0,72.0
06059088801,3551.0,38.0
06059088802,2197.0,74.0
06059088901,2473.0,111.0
06059088902,1844.0,63.0
06059088903,3083.0,57.0
06059088904,2447.0,19.0
06059088905,2080.0,40.0
06059089001,3098.0,143.0
06059089003,1318.0,110.0
06059089004,3018.0,385.0
06059089102,2806.0,189.0
06059089104,2182.0,283.0
06059089105,2254.0,412.0
06059089106,1224.0,53.0
06059089107,2171.0,46.0
06059099202,3021.0,126.0
06059099203,2870.0,42.0
06059099204,1954.0,16.0
06059099212,2395.0,48.0
06059099214,1724.0,3.0
06059099215,2843.0,5.0
06059099216,2198.0,10.0
06059099217,1232.0,12.0
06059099220,3140.0,34.0
06059099222,1787.0,15.0
06059099223,2190.0,54.0
06059099224,1548.0,7.0
06059099225,1728.0,5.0
06059099226,1884.0,13.0
06059099227,3054.0,49.0
06059099229,2824.0,52.0
06059099230,2453.0,24.0
06059099231,2765.0,0.0
06059099232,2631.0,6.0
06059099233,1561.0,9.0
06059099234,1555.0,14.0
06059099235,2570.0,43.0
06059099237,1856.0,13.0
06059099238,2138.0,27.0
06059099239,1924.0,31.0
06059099240,2991.0,6.0
06059099241,2285.0,28.0
06059099242,1780.0,56.0
06059099243,2356.0,14.0
06059099244,1427.0,0.0
06059099245,1542.0,5.0
06059099246,1917.0,5.0
06059099247,1056.0,26.0
06059099248,2098.0,209.0
06059099249,1573.0,213.0
06059099250,1359.0,0.0
06059099251,2624.0,53.0
06059099305,4422.0,93.0
06059099306,3838.0,7.0
06059099307,1176.0,0.0
06059099308,2499.0,39.0
06059099309,1933.0,0.0
06059099310,3188.0,10.0
06059099311,2704.0,9.0
06059099402,3145.0,190.0
06059099404,2531.0,12.0
06059099405,2332.0,21.0
06059099406,2180.0,10.0
06059099407,1357.0,0.0
06059099408,1530.0,0.0
06059099410,2142.0,20.0
06059099411,2979.0,88.0
06059099412,2613.0,21.0
06059099413,3626.0,31.0
06059099415,3028.0,6.0
06059099416,3122.0,56.0
06059099417,2460.0,20.0
06059099502,278.0,0.0
06059099504,1137.0,7.0
06059099506,829.0,25.0
06059099508,2467.0,99.0
06059099509,341.0,27.0
06059099510,371.0,0.0
06059099511,2217.0,17.0
06059099512,1847.0,8.0
06059099513,1309.0,11.0
06059099514,3047.0,31.0
06059099601,2708.0,81.0
06059099602,1618.0,0.0
06059099603,3173.0,11.0
06059099604,1859.0,27.0
06059099605,1901.0,6.0
06059099701,2648.0,53.0
06059099702,3669.0,121.0
06059099703,2242.0,19.0
06059099801,2166.0,52.0
06059099802,1540.0,52.0
06059099803,2191.0,161.0
06059099902,1922.0,12.0
06059099903,2175.0,67.0
06059099904,2529.0,134.0
06059099905,1522.0,0.0
06059099906,2395.0,17.0
06059110001,2210.0,5.0
06059110003,1411.0,4.0
06059110004,2299.0,7.0
06059110005,1481.0,5.0
06059110006,1284.0,0.0
06059110007,2133.0,18.0
06059110008,1982.0,19.0
06059110010,2334.0,2.0
06059110011,1473.0,8.0
06059110012,2414.0,21.0
06059110014,2507.0,28.0
06059110015,1613.0,0.0
06059110102,2703.0,46.0
06059110104,2640.0,19.0
06059110106,1637.0,6.0
06059110108,1317.0,24.0
06059110109,2323.0,30.0
06059110110,2638.0,97.0
06059110111,2388.0,36.0
06059110113,1230.0,13.0
06059110114,2256.0,6.0
06059110115,1627.0,48.0
06059110116,2195.0,13.0
06059110117,2676.0,7.0
06059110118,1382.0,9.0
06059110201,3163.0,124.0
06059110202,3451.0,111.0
06059110203,2483.0,16.0
06059110301,3147.0,8.0
06059110302,2540.0,75.0
06059110303,2349.0,57.0
06059110304,2313.0,30.0
06059110401,2024.0,27.0
06059110402,1999.0,110.0
06059110500,3342.0,173.0
06059110603,3196.0,144.0
06059110604,3501.0,60.0
06059110605,3028.0,40.0
06059110606,1779.0,74.0
06059110607,1488.0,85.0
06061020101,405.0,11.0
06061020102,704.0,0.0
06061020103,766.0,5.0
06061020104,856.0,0.0
06061020105,1013.0,14.0
06061020106,1151.0,10.0
06061020107,1791.0,236.0
06061020200,2633.0,23.0
06061020300,2168.0,29.0
06061020400,2698.0,9.0
06061020500,2746.0,11.0
06061020601,3389.0,7.0
06061020602,2907.0,39.0
06061020604,2441.0,0.0
06061020605,2213.0,0.0
06061020606,1691.0,0.0
06061020702,3012.0,43.0
06061020703,3553.0,21.0
06061020704,1015.0,21.0
06061020705,4289.0,106.0
06061020800,3805.0,63.0
06061020901,1135.0,25.0
06061020902,3399.0,60.0
06061021003,2438.0,45.0
06061021004,1831.0,28.0
06061021005,2628.0,7.0
06061021006,612.0,13.0
06061021007,5656.0,54.0
06061021008,3730.0,19.0
06061021103,1888.0,26.0
06061021104,3883.0,36.0
06061021105,2917.0,10.0
06061021106,1064.0,8.0
06061021107,3198.0,9.0
06061021108,1313.0,36.0
06061021109,1664.0,18.0
06061021200,3767.0,20.0
06061021301,1292.0,0.0
06061021303,2682.0,11.0
06061021304,2232.0,0.0
06061021401,1004.0,0.0
06061021402,2986.0,0.0
06061021501,1866.0,4.0
06061021502,1820.0,0.0
06061021600,2942.0,53.0
06061021801,1722.0,0.0
06061021802,2451.0,0.0
06061021901,1565.0,13.0
06061021902,2046.0,20.0
06061022001,2889.0,0.0
06061022002,2543.0,5.0
06063000100,2472.0,0.0
06063000201,570.0,7.0
06063000202,545.0,0.0
06063000300,1875.0,12.0
06063000400,1011.0,5.0
06063000500,1814.0,0.0
06065010000,768.0,9.0
06065010100,1015.0,31.0
06065010200,1725.0,9.0
06065010300,1075.0,13.0
06065010400,840.0,6.0
06065010500,507.0,7.0
06065010600,575.0,0.0
06065010700,508.0,4.0
06065010800,582.0,9.0
06065010900,425.0,3.0
06065030100,2936.0,6.0
06065030200,2049.0,25.0
06065030300,1344.0,82.0
06065030400,1881.0,21.0
06065030501,1413.0,93.0
06065030502,640.0,0.0
06065030503,1194.0,71.0
06065030601,2143.0,21.0
06065030602,1516.0,21.0
06065030603,1605.0,5.0
06065030700,2519.0,118.0
06065030800,2778.0,87.0
06065030900,1113.0,33.0
06065031001,2092.0,17.0
06065031002,1744.0,41.0
06065031100,2126.0,21.0
06065031200,2379.0,24.0
06065031300,889.0,3.0
06065031401,2618.0,99.0
06065031402,2340.0,65.0
06065031501,2448.0,46.0
06065031502,2582.0,72.0
06065031600,3258.0,74.0
06065031701,1042.0,33.0
06065031702,1177.0,8.0
06065031703,1297.0,48.0
06065031704,1955.0,25.0
06065040100,2578.0,34.0
06065040201,1800.0,47.0
