,Total:,No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,state,county,tract
06059063101,1216.0,0.0,323.0,459.0,228.0,113.0,93.0,06,059,063101
06059063102,2835.0,97.0,167.0,1097.0,1221.0,214.0,39.0,06,059,063102
06059063103,1131.0,22.0,36.0,377.0,346.0,246.0,104.0,06,059,063103
06059063201,1688.0,141.0,319.0,563.0,533.0,82.0,50.0,06,059,063201
06059063202,1602.0,39.0,307.0,577.0,400.0,267.0,12.0,06,059,063202
06059063301,1494.0,44.0,381.0,709.0,282.0,67.0,11.0,06,059,063301
06059063302,1797.0,48.0,118.0,518.0,746.0,309.0,58.0,06,059,063302
06059063400,2086.0,62.0,83.0,485.0,771.0,469.0,216.0,06,059,063400
06059063500,3515.0,88.0,550.0,1142.0,1332.0,265.0,138.0,06,059,063500
06059063601,1428.0,32.0,122.0,230.0,885.0,144.0,15.0,06,059,063601
06059063603,3281.0,149.0,676.0,1292.0,889.0,249.0,26.0,06,059,063603
06059063604,1474.0,50.0,395.0,736.0,232.0,50.0,11.0,06,059,063604
06059063605,1518.0,55.0,365.0,837.0,238.0,23.0,0.0,06,059,063605
06059063701,1789.0,118.0,631.0,711.0,232.0,89.0,8.0,06,059,063701
06059063702,2144.0,166.0,691.0,881.0,330.0,76.0,0.0,06,059,063702
06059063802,1101.0,10.0,0.0,188.0,493.0,350.0,60.0,06,059,063802
06059063803,1698.0,16.0,126.0,540.0,637.0,326.0,53.0,06,059,063803
06059063805,926.0,0.0,0.0,206.0,410.0,308.0,2.0,06,059,063805
06059063806,1456.0,0.0,0.0,468.0,497.0,437.0,54.0,06,059,063806
06059063807,2098.0,99.0,741.0,669.0,218.0,267.0,104.0,06,059,063807
06059063808,1607.0,0.0,79.0,1074.0,326.0,104.0,24.0,06,059,063808
06059063902,2784.0,182.0,599.0,1137.0,539.0,270.0,57.0,06,059,063902
06059063903,1198.0,12.0,0.0,250.0,386.0,488.0,62.0,06,059,063903
06059063904,1384.0,45.0,146.0,207.0,440.0,435.0,111.0,06,059,063904
06059063905,1926.0,18.0,506.0,289.0,794.0,286.0,33.0,06,059,063905
06059063906,2375.0,27.0,577.0,1309.0,354.0,108.0,0.0,06,059,063906
06059063907,3772.0,99.0,1371.0,1108.0,596.0,475.0,123.0,06,059,063907
06059063908,2680.0,102.0,743.0,930.0,370.0,499.0,36.0,06,059,063908
06059074003,1034.0,57.0,183.0,588.0,165.0,17.0,24.0,06,059,074003
06059074004,2296.0,0.0,243.0,706.0,662.0,607.0,78.0,06,059,074004
06059074005,1530.0,58.0,191.0,451.0,390.0,424.0,16.0,06,059,074005
06059074006,1971.0,161.0,517.0,978.0,223.0,92.0,0.0,06,059,074006
06059074102,1326.0,21.0,90.0,200.0,453.0,496.0,66.0,06,059,074102
06059074103,911.0,0.0,6.0,258.0,435.0,147.0,65.0,06,059,074103
06059074106,1900.0,0.0,314.0,991.0,516.0,79.0,0.0,06,059,074106
06059074107,2653.0,171.0,893.0,932.0,384.0,23.0,250.0,06,059,074107
06059074108,933.0,5.0,48.0,206.0,351.0,294.0,29.0,06,059,074108
06059074109,671.0,4.0,28.0,133.0,340.0,88.0,78.0,06,059,074109
06059074110,955.0,17.0,0.0,30.0,324.0,488.0,96.0,06,059,074110
06059074111,1385.0,0.0,220.0,118.0,309.0,575.0,163.0,06,059,074111
06059074200,1793.0,49.0,137.0,516.0,733.0,316.0,42.0,06,059,074200
06059074300,810.0,9.0,56.0,202.0,353.0,137.0,53.0,06,059,074300
06059074403,1325.0,75.0,422.0,436.0,367.0,25.0,0.0,06,059,074403
06059074405,1444.0,205.0,579.0,412.0,185.0,51.0,12.0,06,059,074405
06059074406,847.0,81.0,241.0,271.0,181.0,53.0,20.0,06,059,074406
06059074407,1856.0,69.0,575.0,1072.0,99.0,41.0,0.0,06,059,074407
06059074408,1601.0,32.0,558.0,828.0,135.0,48.0,0.0,06,059,074408
06059074501,1426.0,161.0,554.0,312.0,291.0,76.0,32.0,06,059,074501
06059074502,1017.0,0.0,0.0,377.0,371.0,211.0,58.0,06,059,074502
06059074601,1734.0,72.0,255.0,616.0,602.0,140.0,49.0,06,059,074601
06059074602,1731.0,97.0,416.0,509.0,530.0,117.0,62.0,06,059,074602
06059074701,1449.0,23.0,203.0,211.0,710.0,235.0,67.0,06,059,074701
06059074702,1139.0,35.0,181.0,190.0,505.0,155.0,73.0,06,059,074702
06059074801,1005.0,88.0,92.0,195.0,346.0,169.0,115.0,06,059,074801
06059074802,1220.0,0.0,52.0,391.0,536.0,172.0,69.0,06,059,074802
06059074803,1808.0,20.0,60.0,321.0,766.0,452.0,189.0,06,059,074803
06059074805,1023.0,35.0,197.0,550.0,137.0,65.0,39.0,06,059,074805
06059074806,922.0,32.0,253.0,161.0,372.0,84.0,20.0,06,059,074806
06059074901,1930.0,192.0,507.0,557.0,489.0,105.0,80.0,06,059,074901
06059074902,1210.0,75.0,457.0,353.0,252.0,32.0,41.0,06,059,074902
06059075002,2454.0,340.0,1176.0,750.0,92.0,42.0,54.0,06,059,075002
06059075003,1687.0,244.0,827.0,472.0,144.0,0.0,0.0,06,059,075003
06059075004,1325.0,356.0,502.0,326.0,46.0,72.0,23.0,06,059,075004
06059075100,2081.0,91.0,522.0,755.0,567.0,116.0,30.0,06,059,075100
06059075201,1138.0,26.0,104.0,287.0,470.0,136.0,115.0,06,059,075201
06059075202,1204.0,5.0,62.0,470.0,473.0,185.0,9.0,06,059,075202
06059075301,1625.0,65.0,184.0,589.0,348.0,395.0,44.0,06,059,075301
06059075302,1142.0,8.0,58.0,400.0,505.0,147.0,24.0,06,059,075302
06059075303,1264.0,63.0,147.0,206.0,499.0,253.0,96.0,06,059,075303
06059075401,1276.0,0.0,103.0,132.0,795.0,219.0,27.0,06,059,075401
06059075403,2475.0,16.0,724.0,903.0,459.0,373.0,0.0,06,059,075403
06059075404,2109.0,120.0,655.0,653.0,380.0,258.0,43.0,06,059,075404
06059075405,968.0,13.0,96.0,409.0,181.0,214.0,55.0,06,059,075405
06059075504,1585.0,63.0,192.0,355.0,402.0,460.0,113.0,06,059,075504
06059075505,1456.0,0.0,455.0,632.0,323.0,46.0,0.0,06,059,075505
06059075506,1212.0,0.0,108.0,188.0,522.0,230.0,164.0,06,059,075506
06059075507,2027.0,99.0,755.0,587.0,345.0,223.0,18.0,06,059,075507
06059075512,1202.0,9.0,482.0,431.0,103.0,138.0,39.0,06,059,075512
06059075513,1565.0,27.0,221.0,631.0,438.0,202.0,46.0,06,059,075513
06059075514,1195.0,53.0,511.0,456.0,134.0,26.0,15.0,06,059,075514
06059075515,5115.0,322.0,1258.0,1588.0,1053.0,631.0,263.0,06,059,075515
06059075603,1401.0,10.0,98.0,250.0,544.0,456.0,43.0,06,059,075603
06059075604,2762.0,0.0,27.0,143.0,939.0,1189.0,464.0,06,059,075604
06059075605,2215.0,0.0,111.0,381.0,598.0,886.0,239.0,06,059,075605
06059075606,2487.0,0.0,42.0,75.0,643.0,1225.0,502.0,06,059,075606
06059075607,2806.0,84.0,563.0,959.0,937.0,152.0,111.0,06,059,075607
06059075701,2208.0,0.0,178.0,748.0,739.0,382.0,161.0,06,059,075701
06059075702,1211.0,57.0,28.0,23.0,422.0,563.0,118.0,06,059,075702
06059075703,1449.0,0.0,9.0,39.0,558.0,703.0,140.0,06,059,075703
06059075805,1404.0,56.0,252.0,412.0,404.0,256.0,24.0,06,059,075805
06059075806,2115.0,47.0,337.0,749.0,680.0,292.0,10.0,06,059,075806
06059075807,1267.0,30.0,102.0,137.0,423.0,466.0,109.0,06,059,075807
06059075808,1164.0,0.0,0.0,20.0,445.0,579.0,120.0,06,059,075808
06059075809,1048.0,0.0,13.0,9.0,141.0,540.0,345.0,06,059,075809
06059075810,1014.0,0.0,6.0,16.0,127.0,602.0,263.0,06,059,075810
06059075811,821.0,0.0,0.0,187.0,251.0,334.0,49.0,06,059,075811
06059075812,1939.0,11.0,400.0,465.0,517.0,517.0,29.0,06,059,075812
06059075813,1766.0,7.0,17.0,181.0,628.0,678.0,255.0,06,059,075813
06059075814,1177.0,0.0,57.0,212.0,231.0,442.0,235.0,06,059,075814
06059075815,1623.0,10.0,38.0,468.0,711.0,366.0,30.0,06,059,075815
06059075816,1231.0,5.0,90.0,558.0,452.0,101.0,25.0,06,059,075816
06059075901,1720.0,99.0,275.0,792.0,344.0,180.0,30.0,06,059,075901
06059075902,2880.0,134.0,720.0,1151.0,702.0,147.0,26.0,06,059,075902
06059076000,3275.0,62.0,769.0,1205.0,972.0,267.0,0.0,06,059,076000
06059076101,3087.0,28.0,715.0,1343.0,556.0,308.0,137.0,06,059,076101
06059076102,1669.0,149.0,549.0,537.0,394.0,32.0,8.0,06,059,076102
06059076103,2516.0,104.0,286.0,1022.0,804.0,243.0,57.0,06,059,076103
06059076201,2337.0,0.0,89.0,588.0,1060.0,563.0,37.0,06,059,076201
06059076202,1979.0,63.0,184.0,604.0,730.0,390.0,8.0,06,059,076202
06059076204,1184.0,15.0,318.0,250.0,473.0,94.0,34.0,06,059,076204
06059076205,1675.0,0.0,131.0,430.0,747.0,340.0,27.0,06,059,076205
06059076206,1622.0,5.0,93.0,424.0,755.0,310.0,35.0,06,059,076206
06059076208,1703.0,0.0,115.0,344.0,547.0,571.0,126.0,06,059,076208
06059086301,1812.0,0.0,221.0,219.0,743.0,620.0,9.0,06,059,086301
06059086303,2413.0,37.0,404.0,1122.0,600.0,175.0,75.0,06,059,086303
06059086304,1770.0,120.0,599.0,242.0,307.0,417.0,85.0,06,059,086304
06059086305,1152.0,9.0,0.0,55.0,380.0,595.0,113.0,06,059,086305
06059086306,1344.0,8.0,272.0,244.0,399.0,363.0,58.0,06,059,086306
06059086402,1437.0,0.0,71.0,268.0,539.0,472.0,87.0,06,059,086402
06059086404,1549.0,62.0,241.0,423.0,457.0,269.0,97.0,06,059,086404
06059086405,1756.0,67.0,442.0,399.0,695.0,97.0,56.0,06,059,086405
06059086406,1415.0,19.0,397.0,467.0,184.0,329.0,19.0,06,059,086406
06059086407,2139.0,75.0,398.0,876.0,514.0,218.0,58.0,06,059,086407
06059086501,1200.0,40.0,174.0,526.0,346.0,114.0,0.0,06,059,086501
06059086502,1400.0,20.0,432.0,422.0,385.0,141.0,0.0,06,059,086502
06059086601,2461.0,170.0,539.0,964.0,499.0,261.0,28.0,06,059,086601
06059086602,1782.0,75.0,467.0,648.0,442.0,150.0,0.0,06,059,086602
06059086701,2565.0,0.0,235.0,1029.0,903.0,328.0,70.0,06,059,086701
06059086702,1977.0,44.0,348.0,789.0,493.0,278.0,25.0,06,059,086702
06059086801,962.0,0.0,0.0,74.0,575.0,290.0,23.0,06,059,086801
06059086802,1571.0,30.0,227.0,533.0,414.0,323.0,44.0,06,059,086802
06059086803,2832.0,40.0,716.0,1073.0,748.0,183.0,72.0,06,059,086803
06059086901,2858.0,148.0,891.0,1193.0,499.0,90.0,37.0,06,059,086901
06059086902,1706.0,102.0,144.0,486.0,654.0,275.0,45.0,06,059,086902
06059086903,2065.0,23.0,532.0,766.0,526.0,193.0,25.0,06,059,086903
06059087001,1678.0,239.0,187.0,493.0,538.0,163.0,58.0,06,059,087001
06059087002,2346.0,15.0,660.0,730.0,702.0,194.0,45.0,06,059,087002
06059087101,1888.0,154.0,752.0,469.0,301.0,111.0,101.0,06,059,087101
06059087102,1734.0,7.0,264.0,870.0,557.0,28.0,8.0,06,059,087102
06059087103,2428.0,115.0,240.0,300.0,1193.0,470.0,110.0,06,059,087103
06059087105,1510.0,84.0,437.0,247.0,512.0,205.0,25.0,06,059,087105
06059087106,1465.0,46.0,446.0,297.0,305.0,326.0,45.0,06,059,087106
06059087200,2578.0,69.0,812.0,788.0,479.0,327.0,103.0,06,059,087200
06059087300,3106.0,251.0,930.0,1232.0,465.0,216.0,12.0,06,059,087300
06059087401,1112.0,14.0,64.0,344.0,546.0,109.0,35.0,06,059,087401
06059087403,737.0,30.0,169.0,255.0,134.0,111.0,38.0,06,059,087403
06059087404,802.0,10.0,117.0,456.0,155.0,49.0,15.0,06,059,087404
06059087405,1483.0,14.0,402.0,750.0,223.0,60.0,34.0,06,059,087405
06059087503,1885.0,66.0,364.0,542.0,766.0,137.0,10.0,06,059,087503
06059087504,1821.0,6.0,370.0,979.0,307.0,156.0,3.0,06,059,087504
06059087505,1464.0,9.0,170.0,477.0,542.0,266.0,0.0,06,059,087505
06059087601,1484.0,121.0,382.0,394.0,415.0,156.0,16.0,06,059,087601
06059087602,2244.0,0.0,363.0,234.0,1120.0,475.0,52.0,06,059,087602
06059087701,1718.0,11.0,288.0,290.0,581.0,484.0,64.0,06,059,087701
06059087703,1490.0,9.0,95.0,160.0,733.0,379.0,114.0,06,059,087703
06059087704,1399.0,7.0,107.0,269.0,681.0,305.0,30.0,06,059,087704
06059087801,1765.0,0.0,212.0,601.0,762.0,181.0,9.0,06,059,087801
06059087802,2465.0,38.0,363.0,1024.0,849.0,151.0,40.0,06,059,087802
06059087803,1510.0,0.0,221.0,905.0,321.0,63.0,0.0,06,059,087803
06059087805,2097.0,46.0,263.0,868.0,707.0,178.0,35.0,06,059,087805
06059087806,1626.0,16.0,388.0,543.0,322.0,335.0,22.0,06,059,087806
06059087901,1268.0,32.0,376.0,221.0,432.0,194.0,13.0,06,059,087901
06059087902,1372.0,0.0,201.0,272.0,407.0,464.0,28.0,06,059,087902
06059088001,1251.0,0.0,110.0,103.0,658.0,295.0,85.0,06,059,088001
06059088002,1104.0,0.0,62.0,160.0,485.0,371.0,26.0,06,059,088002
06059088101,734.0,0.0,0.0,88.0,506.0,140.0,0.0,06,059,088101
06059088104,1750.0,101.0,439.0,580.0,437.0,140.0,53.0,06,059,088104
06059088105,1068.0,24.0,25.0,98.0,590.0,295.0,36.0,06,059,088105
06059088106,1808.0,11.0,369.0,873.0,352.0,196.0,7.0,06,059,088106
06059088107,1593.0,28.0,99.0,682.0,429.0,323.0,32.0,06,059,088107
06059088201,1121.0,0.0,130.0,166.0,563.0,225.0,37.0,06,059,088201
06059088202,895.0,0.0,0.0,132.0,419.0,325.0,19.0,06,059,088202
06059088203,1475.0,118.0,258.0,260.0,562.0,249.0,28.0,06,059,088203
06059088301,1748.0,15.0,303.0,196.0,800.0,396.0,38.0,06,059,088301
06059088302,1791.0,0.0,176.0,383.0,663.0,442.0,127.0,06,059,088302
06059088401,1321.0,6.0,0.0,80.0,791.0,415.0,29.0,06,059,088401
06059088402,1375.0,90.0,281.0,293.0,411.0,277.0,23.0,06,059,088402
06059088403,1893.0,33.0,132.0,724.0,727.0,230.0,47.0,06,059,088403
06059088501,1830.0,8.0,354.0,572.0,545.0,311.0,40.0,06,059,088501
06059088502,1383.0,32.0,328.0,310.0,506.0,191.0,16.0,06,059,088502
06059088601,2166.0,138.0,673.0,709.0,404.0,242.0,0.0,06,059,088601
06059088602,1346.0,8.0,205.0,408.0,511.0,197.0,17.0,06,059,088602
06059088701,1937.0,39.0,638.0,717.0,367.0,98.0,78.0,06,059,088701
06059088702,1487.0,17.0,101.0,547.0,544.0,169.0,109.0,06,059,088702
06059088801,2629.0,10.0,600.0,868.0,799.0,212.0,140.0,06,059,088801
06059088802,1480.0,8.0,159.0,433.0,562.0,273.0,45.0,06,059,088802
06059088901,1731.0,12.0,67.0,563.0,656.0,360.0,73.0,06,059,088901
06059088902,1202.0,20.0,29.0,328.0,559.0,215.0,51.0,06,059,088902
06059088903,1952.0,21.0,58.0,473.0,846.0,463.0,91.0,06,059,088903
06059088904,1457.0,0.0,53.0,393.0,571.0,310.0,130.0,06,059,088904
06059088905,1382.0,116.0,11.0,202.0,625.0,378.0,50.0,06,059,088905
06059089001,1656.0,6.0,120.0,482.0,707.0,281.0,60.0,06,059,089001
06059089003,870.0,7.0,94.0,309.0,291.0,163.0,6.0,06,059,089003
06059089004,1820.0,23.0,187.0,905.0,517.0,156.0,32.0,06,059,089004
06059089102,1629.0,0.0,122.0,346.0,830.0,286.0,45.0,06,059,089102
06059089104,1354.0,8.0,465.0,377.0,386.0,86.0,32.0,06,059,089104
06059089105,1158.0,28.0,39.0,565.0,260.0,197.0,69.0,06,059,089105
06059089106,965.0,38.0,230.0,361.0,176.0,133.0,27.0,06,059,089106
06059089107,1282.0,11.0,35.0,21.0,679.0,466.0,70.0,06,059,089107
06059099202,1945.0,42.0,67.0,419.0,1029.0,325.0,63.0,06,059,099202
06059099203,1531.0,0.0,20.0,222.0,595.0,594.0,100.0,06,059,099203
06059099204,1412.0,47.0,124.0,328.0,485.0,330.0,98.0,06,059,099204
06059099212,1744.0,0.0,179.0,643.0,770.0,152.0,0.0,06,059,099212
06059099214,1443.0,0.0,84.0,464.0,692.0,156.0,47.0,06,059,099214
06059099215,1885.0,9.0,65.0,414.0,697.0,578.0,122.0,06,059,099215
06059099216,1457.0,0.0,64.0,248.0,511.0,416.0,218.0,06,059,099216
06059099217,877.0,33.0,5.0,153.0,303.0,307.0,76.0,06,059,099217
06059099220,2323.0,18.0,412.0,542.0,860.0,438.0,53.0,06,059,099220
06059099222,1600.0,45.0,62.0,525.0,497.0,439.0,32.0,06,059,099222
06059099223,1782.0,119.0,424.0,533.0,228.0,446.0,32.0,06,059,099223
06059099224,1080.0,8.0,82.0,34.0,200.0,593.0,163.0,06,059,099224
06059099225,1032.0,12.0,0.0,21.0,223.0,646.0,130.0,06,059,099225
06059099226,1130.0,9.0,10.0,17.0,237.0,614.0,243.0,06,059,099226
06059099227,2018.0,0.0,340.0,407.0,703.0,541.0,27.0,06,059,099227
06059099229,2445.0,0.0,417.0,722.0,563.0,639.0,104.0,06,059,099229
06059099230,1515.0,0.0,0.0,213.0,673.0,500.0,129.0,06,059,099230
06059099231,1759.0,0.0,0.0,32.0,329.0,983.0,415.0,06,059,099231
06059099232,1944.0,0.0,7.0,253.0,691.0,802.0,191.0,06,059,099232
06059099233,1068.0,0.0,38.0,9.0,259.0,612.0,150.0,06,059,099233
06059099234,1208.0,0.0,143.0,59.0,315.0,582.0,109.0,06,059,099234
06059099235,1947.0,48.0,115.0,871.0,570.0,325.0,18.0,06,059,099235
06059099237,1235.0,0.0,0.0,55.0,544.0,492.0,144.0,06,059,099237
06059099238,1376.0,0.0,0.0,17.0,448.0,770.0,141.0,06,059,099238
06059099239,1342.0,0.0,0.0,25.0,556.0,572.0,189.0,06,059,099239
06059099240,2122.0,0.0,462.0,422.0,660.0,527.0,51.0,06,059,099240
06059099241,1662.0,87.0,494.0,376.0,348.0,322.0,35.0,06,059,099241
06059099242,1124.0,0.0,108.0,239.0,457.0,264.0,56.0,06,059,099242
06059099243,1831.0,57.0,308.0,514.0,495.0,400.0,57.0,06,059,099243
06059099244,1911.0,0.0,212.0,870.0,374.0,286.0,169.0,06,059,099244
06059099245,1064.0,0.0,0.0,98.0,332.0,528.0,106.0,06,059,099245
06059099246,1225.0,12.0,0.0,50.0,396.0,662.0,105.0,06,059,099246
06059099247,805.0,0.0,38.0,414.0,258.0,71.0,24.0,06,059,099247
06059099248,1422.0,36.0,207.0,750.0,291.0,109.0,29.0,06,059,099248
06059099249,841.0,0.0,43.0,356.0,331.0,111.0,0.0,06,059,099249
06059099250,1081.0,0.0,199.0,256.0,126.0,427.0,73.0,06,059,099250
06059099251,2090.0,125.0,856.0,552.0,321.0,223.0,13.0,06,059,099251
06059099305,3007.0,116.0,659.0,1301.0,788.0,143.0,0.0,06,059,099305
06059099306,2781.0,165.0,350.0,1178.0,936.0,152.0,0.0,06,059,099306
06059099307,1421.0,15.0,220.0,671.0,472.0,43.0,0.0,06,059,099307
06059099308,2193.0,0.0,16.0,275.0,654.0,1044.0,204.0,06,059,099308
06059099309,2226.0,52.0,400.0,800.0,572.0,334.0,68.0,06,059,099309
06059099310,2166.0,50.0,357.0,777.0,956.0,26.0,0.0,06,059,099310
06059099311,2080.0,51.0,606.0,819.0,464.0,114.0,26.0,06,059,099311
06059099402,2095.0,62.0,230.0,1140.0,544.0,109.0,10.0,06,059,099402
06059099404,1742.0,0.0,282.0,76.0,626.0,558.0,200.0,06,059,099404
06059099405,1708.0,0.0,181.0,414.0,620.0,417.0,76.0,06,059,099405
06059099406,1708.0,0.0,351.0,180.0,489.0,633.0,55.0,06,059,099406
06059099407,942.0,19.0,150.0,60.0,518.0,174.0,21.0,06,059,099407
06059099408,1679.0,0.0,11.0,522.0,654.0,445.0,47.0,06,059,099408
06059099410,1599.0,0.0,408.0,532.0,285.0,327.0,47.0,06,059,099410
06059099411,2151.0,60.0,325.0,1390.0,236.0,140.0,0.0,06,059,099411
06059099412,1898.0,0.0,395.0,399.0,431.0,527.0,146.0,06,059,099412
06059099413,3466.0,242.0,831.0,558.0,1016.0,543.0,276.0,06,059,099413
06059099415,1955.0,7.0,88.0,31.0,623.0,1107.0,99.0,06,059,099415
06059099416,2204.0,10.0,585.0,1016.0,593.0,0.0,0.0,06,059,099416
06059099417,2010.0,147.0,484.0,585.0,285.0,415.0,94.0,06,059,099417
06059099502,183.0,0.0,18.0,119.0,32.0,14.0,0.0,06,059,099502
06059099504,1043.0,0.0,0.0,46.0,642.0,254.0,101.0,06,059,099504
06059099506,818.0,26.0,125.0,336.0,161.0,151.0,19.0,06,059,099506
06059099508,2155.0,0.0,207.0,1205.0,580.0,136.0,27.0,06,059,099508
06059099509,2973.0,27.0,742.0,2178.0,0.0,26.0,0.0,06,059,099509
06059099510,3693.0,14.0,1089.0,2530.0,45.0,15.0,0.0,06,059,099510
06059099511,1969.0,161.0,588.0,650.0,323.0,180.0,67.0,06,059,099511
06059099512,1741.0,62.0,480.0,725.0,365.0,69.0,40.0,06,059,099512
06059099513,1260.0,94.0,174.0,418.0,229.0,278.0,67.0,06,059,099513
06059099514,2386.0,0.0,27.0,200.0,992.0,848.0,319.0,06,059,099514
06059099601,2052.0,7.0,131.0,834.0,621.0,347.0,112.0,06,059,099601
06059099602,1079.0,0.0,172.0,79.0,386.0,416.0,26.0,06,059,099602
06059099603,2358.0,0.0,55.0,589.0,804.0,880.0,30.0,06,059,099603
06059099604,1209.0,0.0,0.0,15.0,511.0,498.0,185.0,06,059,099604
06059099605,1315.0,0.0,2.0,111.0,492.0,607.0,103.0,06,059,099605
06059099701,1789.0,11.0,246.0,576.0,575.0,337.0,44.0,06,059,099701
06059099702,2605.0,342.0,227.0,592.0,823.0,452.0,169.0,06,059,099702
06059099703,1735.0,11.0,179.0,488.0,332.0,570.0,155.0,06,059,099703
06059099801,1609.0,11.0,124.0,475.0,823.0,145.0,31.0,06,059,099801
06059099802,1999.0,61.0,699.0,743.0,403.0,42.0,51.0,06,059,099802
06059099803,1835.0,9.0,332.0,470.0,554.0,453.0,17.0,06,059,099803
06059099902,1372.0,0.0,35.0,330.0,470.0,504.0,33.0,06,059,099902
06059099903,1574.0,8.0,188.0,313.0,546.0,481.0,38.0,06,059,099903
06059099904,1964.0,76.0,251.0,933.0,504.0,189.0,11.0,06,059,099904
06059099905,1400.0,32.0,234.0,620.0,339.0,175.0,0.0,06,059,099905
06059099906,1715.0,0.0,54.0,36.0,511.0,978.0,136.0,06,059,099906
06059110001,1532.0,7.0,24.0,369.0,668.0,437.0,27.0,06,059,110001
06059110003,1130.0,0.0,187.0,52.0,480.0,386.0,25.0,06,059,110003
06059110004,1679.0,0.0,0.0,168.0,648.0,685.0,178.0,06,059,110004
06059110005,1133.0,0.0,0.0,64.0,384.0,576.0,109.0,06,059,110005
06059110006,1113.0,13.0,16.0,122.0,669.0,265.0,28.0,06,059,110006
06059110007,1741.0,8.0,0.0,43.0,875.0,623.0,192.0,06,059,110007
06059110008,1748.0,0.0,54.0,387.0,836.0,425.0,46.0,06,059,110008
06059110010,1415.0,0.0,0.0,15.0,707.0,553.0,140.0,06,059,110010
06059110011,1122.0,0.0,28.0,191.0,563.0,317.0,23.0,06,059,110011
06059110012,1898.0,55.0,51.0,95.0,560.0,994.0,143.0,06,059,110012
06059110014,1848.0,0.0,117.0,1364.0,340.0,27.0,0.0,06,059,110014
06059110015,1193.0,0.0,11.0,98.0,566.0,348.0,170.0,06,059,110015
06059110102,1911.0,0.0,64.0,461.0,694.0,633.0,59.0,06,059,110102
06059110104,2040.0,17.0,175.0,459.0,614.0,600.0,175.0,06,059,110104
06059110106,1276.0,0.0,0.0,139.0,590.0,406.0,141.0,06,059,110106
06059110108,996.0,22.0,30.0,312.0,247.0,283.0,102.0,06,059,110108
06059110109,1806.0,7.0,200.0,606.0,466.0,377.0,150.0,06,059,110109
06059110110,1859.0,63.0,180.0,668.0,593.0,317.0,38.0,06,059,110110
06059110111,1939.0,10.0,77.0,579.0,685.0,434.0,154.0,06,059,110111
06059110113,738.0,0.0,54.0,6.0,264.0,409.0,5.0,06,059,110113
06059110114,1541.0,0.0,20.0,29.0,624.0,719.0,149.0,06,059,110114
06059110115,1249.0,0.0,46.0,180.0,485.0,394.0,144.0,06,059,110115
06059110116,1510.0,34.0,37.0,223.0,381.0,602.0,233.0,06,059,110116
06059110117,2142.0,18.0,355.0,514.0,687.0,512.0,56.0,06,059,110117
06059110118,782.0,0.0,6.0,0.0,132.0,480.0,164.0,06,059,110118
06059110201,2619.0,49.0,347.0,946.0,920.0,318.0,39.0,06,059,110201
06059110202,2480.0,0.0,515.0,1277.0,301.0,364.0,23.0,06,059,110202
06059110203,1723.0,36.0,185.0,386.0,469.0,597.0,50.0,06,059,110203
06059110301,2063.0,6.0,117.0,361.0,1041.0,456.0,82.0,06,059,110301
06059110302,1624.0,0.0,65.0,410.0,886.0,206.0,57.0,06,059,110302
06059110303,1486.0,8.0,59.0,113.0,940.0,352.0,14.0,06,059,110303
06059110304,1342.0,0.0,0.0,151.0,458.0,593.0,140.0,06,059,110304
06059110401,1385.0,9.0,10.0,140.0,789.0,401.0,36.0,06,059,110401
06059110402,1398.0,0.0,106.0,424.0,657.0,200.0,11.0,06,059,110402
06059110500,2451.0,8.0,547.0,1224.0,449.0,174.0,49.0,06,059,110500
06059110603,2453.0,131.0,403.0,1490.0,258.0,159.0,12.0,06,059,110603
06059110604,2621.0,0.0,32.0,436.0,1079.0,775.0,299.0,06,059,110604
06059110605,2245.0,0.0,87.0,624.0,898.0,569.0,67.0,06,059,110605
06059110606,1253.0,26.0,144.0,673.0,332.0,78.0,0.0,06,059,110606
06059110607,1370.0,73.0,99.0,476.0,560.0,71.0,91.0,06,059,110607
06059980000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,059,980000
06059990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,059,990100
06061020104,2017.0,28.0,57.0,269.0,862.0,681.0,120.0,06,061,020104
06061020105,1977.0,40.0,150.0,358.0,780.0,528.0,121.0,06,061,020105
06061020106,1847.0,95.0,184.0,296.0,833.0,417.0,22.0,06,061,020106
06061020107,1932.0,232.0,393.0,595.0,475.0,185.0,52.0,06,061,020107
06061020200,2746.0,115.0,72.0,809.0,1437.0,256.0,57.0,06,061,020200
06061020300,2284.0,0.0,602.0,924.0,593.0,134.0,31.0,06,061,020300
06061020401,1090.0,29.0,212.0,526.0,174.0,146.0,3.0,06,061,020401
06061020402,1499.0,46.0,88.0,281.0,563.0,468.0,53.0,06,061,020402
06061020501,1189.0,0.0,50.0,223.0,635.0,243.0,38.0,06,061,020501
06061020502,1829.0,0.0,96.0,387.0,783.0,434.0,129.0,06,061,020502
06061020601,2788.0,0.0,0.0,112.0,1116.0,1265.0,295.0,06,061,020601
06061020602,2673.0,58.0,159.0,366.0,1088.0,853.0,149.0,06,061,020602
06061020604,2173.0,0.0,29.0,230.0,684.0,954.0,276.0,06,061,020604
06061020605,2060.0,15.0,55.0,145.0,390.0,1162.0,293.0,06,061,020605
06061020606,1467.0,0.0,0.0,16.0,278.0,736.0,437.0,06,061,020606
