,P052001 Total: Households,"P052002 Total:  Less than $10,000"
06037920042,1916.0,56.0
06037920043,350.0,6.0
06037920103,941.0,55.0
06037920104,568.0,9.0
06037920105,2416.0,35.0
06037920106,794.0,33.0
06037920107,0.0,0.0
06037920108,0.0,0.0
06037920109,470.0,0.0
06037920110,1683.0,31.0
06037920111,1062.0,42.0
06037920112,1573.0,114.0
06037920113,1515.0,49.0
06037920200,0.0,0.0
06037920303,474.0,45.0
06037920312,1973.0,152.0
06037920313,1783.0,76.0
06037920314,718.0,9.0
06037920322,1082.0,34.0
06037920326,1450.0,67.0
06037920327,2100.0,30.0
06037920328,296.0,15.0
06037920329,2209.0,32.0
06037920330,2247.0,93.0
06037920331,1436.0,95.0
06037920332,674.0,22.0
06037920334,2103.0,136.0
06037920335,3282.0,301.0
06037930000,234.0,26.0
06037930100,78.0,0.0
06037930200,191.0,16.0
06039000102,1762.0,153.0
06039000103,2050.0,186.0
06039000104,1970.0,236.0
06039000105,4503.0,306.0
06039000200,1348.0,184.0
06039000300,2564.0,331.0
06039000400,447.0,33.0
06039000502,2086.0,169.0
06039000503,1725.0,179.0
06039000506,1481.0,95.0
06039000507,1915.0,193.0
06039000508,1589.0,110.0
06039000509,1608.0,41.0
06039000601,2050.0,382.0
06039000602,1159.0,202.0
06039000700,2721.0,174.0
06039000800,1860.0,381.0
06039000900,1509.0,319.0
06039001000,1860.0,136.0
06041101100,1005.0,6.0
06041101200,973.0,44.0
06041102100,891.0,11.0
06041102201,3854.0,209.0
06041103100,2709.0,57.0
06041103200,2480.0,94.0
06041104101,2594.0,140.0
06041104102,2111.0,113.0
06041104200,2375.0,79.0
06041104300,641.0,6.0
06041105000,1525.0,39.0
06041106001,1974.0,102.0
06041106002,2122.0,71.0
06041107000,2385.0,79.0
06041108100,2618.0,90.0
06041108200,2628.0,253.0
06041109000,3620.0,268.0
06041110100,2333.0,186.0
06041110200,2159.0,18.0
06041111000,2528.0,223.0
06041112100,1845.0,110.0
06041112200,2978.0,261.0
06041113000,1481.0,79.0
06041114100,2279.0,99.0
06041114200,1376.0,112.0
06041115000,2766.0,74.0
06041116000,1287.0,44.0
06041117000,2043.0,113.0
06041118100,717.0,19.0
06041118200,135.0,14.0
06041119100,1892.0,54.0
06041119200,3238.0,97.0
06041120000,2921.0,158.0
06041121100,2225.0,76.0
06041121200,2339.0,104.0
06041122000,66.0,0.0
06041123000,948.0,58.0
06041124100,2282.0,96.0
06041124200,2467.0,84.0
06041125000,1829.0,75.0
06041126100,2331.0,57.0
06041126200,2130.0,148.0
06041127000,1993.0,68.0
06041128100,2660.0,64.0
06041128200,1854.0,57.0
06041129000,1123.0,190.0
06041130200,4528.0,183.0
06041131000,243.0,14.0
06041132100,941.0,64.0
06041132200,998.0,96.0
06041133000,1296.0,128.0
06043000100,2542.0,376.0
06043000200,1191.0,163.0
06043000300,2358.0,224.0
06043000400,501.0,23.0
06045010100,878.0,173.0
06045010200,1666.0,249.0
06045010300,1649.0,113.0
06045010400,1427.0,197.0
06045010500,1755.0,270.0
06045010600,2672.0,258.0
06045010700,2433.0,311.0
06045010801,2038.0,137.0
06045010802,720.0,88.0
06045010900,1527.0,144.0
06045011000,3358.0,403.0
06045011100,1638.0,126.0
06045011200,1142.0,105.0
06045011300,1973.0,129.0
06045011400,1678.0,99.0
06045011500,2407.0,319.0
06045011600,2147.0,270.0
06045011700,1423.0,76.0
06045011800,800.0,66.0
06047000100,387.0,49.0
06047000200,3113.0,348.0
06047000301,904.0,71.0
06047000303,593.0,64.0
06047000304,1716.0,183.0
06047000400,3030.0,149.0
06047000503,578.0,44.0
06047000504,1553.0,204.0
06047000505,1378.0,140.0
06047000601,1758.0,183.0
06047000602,1158.0,74.0
06047000603,1933.0,190.0
06047000701,1027.0,132.0
06047000702,1145.0,71.0
06047000801,590.0,19.0
06047000802,944.0,78.0
06047000901,1022.0,148.0
06047000902,1729.0,197.0
06047000903,400.0,6.0
06047001002,2170.0,147.0
06047001003,1453.0,151.0
06047001004,1788.0,279.0
06047001005,832.0,153.0
06047001101,1930.0,116.0
06047001102,648.0,0.0
06047001200,1905.0,133.0
06047001301,1278.0,288.0
06047001302,1211.0,331.0
06047001401,1462.0,254.0
06047001402,1578.0,209.0
06047001501,586.0,45.0
06047001502,728.0,111.0
06047001503,1186.0,279.0
06047001601,859.0,152.0
06047001602,807.0,105.0
06047001700,1632.0,159.0
06047001801,481.0,14.0
06047001802,352.0,49.0
06047001901,1252.0,159.0
06047001902,750.0,72.0
06047002000,2476.0,276.0
06047002100,1234.0,134.0
06047002201,1994.0,469.0
06047002202,2042.0,128.0
06047002301,1602.0,27.0
06047002302,2260.0,119.0
06047002400,2479.0,348.0
06049000100,1432.0,267.0
06049000200,782.0,81.0
06049000300,969.0,120.0
06049000400,583.0,68.0
06051000100,2336.0,164.0
06051000200,2827.0,121.0
06053000101,552.0,0.0
06053000102,1886.0,53.0
06053000103,1109.0,78.0
06053000104,852.0,21.0
06053000200,1758.0,84.0
06053000300,1316.0,44.0
06053000400,2261.0,259.0
06053000500,2115.0,222.0
06053000600,1451.0,108.0
06053000700,2539.0,314.0
06053000800,1190.0,75.0
06053000900,1269.0,109.0
06053001000,184.0,6.0
06053001100,1264.0,84.0
06053001200,1246.0,118.0
06053001300,919.0,217.0
06053001400,1000.0,95.0
06053001500,2622.0,115.0
06053001600,999.0,62.0
06053001700,1279.0,94.0
06053001800,2682.0,149.0
06053010101,969.0,82.0
06053010102,998.0,19.0
06053010201,1122.0,69.0
06053010202,1227.0,55.0
06053010302,415.0,56.0
06053010303,150.0,10.0
06053010304,1468.0,117.0
06053010305,1522.0,43.0
06053010400,1430.0,126.0
06053010501,2023.0,70.0
06053010503,2836.0,122.0
06053010504,1466.0,65.0
06053010602,1196.0,87.0
06053010603,1378.0,31.0
06053010604,832.0,37.0
06053010605,534.0,31.0
06053010606,1132.0,86.0
06053010701,2277.0,27.0
06053010702,1560.0,58.0
06053010801,2205.0,138.0
06053010802,277.0,5.0
06053010900,0.0,0.0
06053011000,2608.0,142.0
06053011101,1178.0,87.0
06053011102,1714.0,70.0
06053011201,1923.0,110.0
06053011202,1101.0,92.0
06053011301,2527.0,176.0
06053011302,1387.0,157.0
06053011400,1163.0,129.0
06053011500,591.0,63.0
06053011600,3519.0,187.0
06053011700,1945.0,70.0
06053011800,2273.0,158.0
06053011900,2115.0,31.0
06053012000,1484.0,86.0
06053012100,987.0,40.0
06053012200,1248.0,39.0
06053012301,392.0,17.0
06053012302,932.0,67.0
06053012401,985.0,56.0
06053012402,1640.0,84.0
06053012500,2604.0,118.0
06053012600,74.0,0.0
06053012700,1818.0,197.0
06053012800,2356.0,81.0
06053013000,1897.0,141.0
06053013100,490.0,9.0
06053013200,1438.0,26.0
06053013300,2777.0,335.0
06053013400,708.0,19.0
06053013500,1725.0,170.0
06053013600,1425.0,133.0
06053013700,1380.0,102.0
06053013800,1664.0,90.0
06053013900,928.0,32.0
06053014000,834.0,43.0
06053014101,1114.0,145.0
06053014102,436.0,72.0
06053014103,1999.0,66.0
06053014200,3331.0,259.0
06053014301,1394.0,71.0
06053014302,1585.0,89.0
06055200201,1315.0,87.0
06055200202,1158.0,186.0
06055200203,922.0,65.0
06055200300,2476.0,149.0
06055200400,1568.0,38.0
06055200501,1627.0,105.0
06055200502,2981.0,197.0
06055200503,750.0,73.0
06055200600,3010.0,92.0
06055200701,2580.0,212.0
06055200702,2129.0,68.0
06055200703,1144.0,33.0
06055200801,2368.0,141.0
06055200802,2101.0,95.0
06055200900,1.0,0.0
06055201001,2127.0,103.0
06055201002,1368.0,175.0
06055201100,1572.0,66.0
06055201200,1943.0,104.0
06055201300,1046.0,57.0
06055201400,2905.0,57.0
06055201500,912.0,37.0
06055201600,2378.0,152.0
06055201700,1811.0,48.0
06055201800,643.0,41.0
06055201900,531.0,10.0
06055202000,2029.0,142.0
06057000102,2498.0,108.0
06057000103,2826.0,156.0
06057000104,1439.0,100.0
06057000105,1023.0,102.0
06057000200,830.0,36.0
06057000300,866.0,67.0
06057000401,2455.0,89.0
06057000402,2313.0,154.0
06057000501,2515.0,393.0
06057000502,2041.0,206.0
06057000600,2612.0,391.0
06057000701,2795.0,110.0
06057000702,1526.0,72.0
06057000801,1856.0,126.0
06057000802,2578.0,131.0
06057000900,1561.0,205.0
06057001201,3218.0,78.0
06057001202,2004.0,68.0
06059001101,1502.0,46.0
06059001102,1084.0,89.0
06059001103,1418.0,136.0
06059001201,1425.0,142.0
06059001202,884.0,81.0
06059001301,2504.0,159.0
06059001303,1803.0,111.0
06059001304,1129.0,71.0
06059001401,1767.0,185.0
06059001402,1581.0,77.0
06059001403,1099.0,0.0
06059001404,1013.0,95.0
06059001501,2197.0,93.0
06059001503,1743.0,78.0
06059001504,1624.0,82.0
06059001505,2314.0,90.0
06059001506,1569.0,122.0
06059001507,1884.0,59.0
06059001601,2629.0,82.0
06059001602,1696.0,40.0
06059001704,956.0,37.0
06059001705,1475.0,48.0
06059001706,1323.0,45.0
06059001707,2129.0,40.0
06059001708,1347.0,30.0
06059001801,1506.0,158.0
06059001802,2103.0,139.0
06059001901,794.0,25.0
06059001902,797.0,49.0
06059001903,941.0,46.0
06059011000,2401.0,255.0
06059011101,1282.0,94.0
06059011102,1163.0,36.0
06059011200,1594.0,169.0
06059011300,1578.0,125.0
06059011401,812.0,22.0
06059011402,823.0,10.0
06059011403,1898.0,81.0
06059011502,1446.0,108.0
06059011503,610.0,19.0
06059011504,2294.0,322.0
06059011601,2340.0,225.0
06059011602,1557.0,144.0
06059011707,1932.0,90.0
06059011708,1873.0,240.0
06059011709,1465.0,32.0
06059011710,1134.0,48.0
06059011711,2590.0,198.0
06059011712,1569.0,84.0
06059011714,59.0,10.0
06059011715,2021.0,27.0
06059011716,1339.0,10.0
06059011717,905.0,64.0
06059011718,1089.0,26.0
06059011720,1495.0,105.0
06059011721,1492.0,85.0
06059011722,886.0,78.0
06059021802,2270.0,104.0
06059021807,1262.0,74.0
06059021809,849.0,15.0
06059021810,1216.0,12.0
06059021812,2210.0,58.0
06059021813,10.0,0.0
06059021814,2513.0,100.0
06059021815,1228.0,20.0
06059021816,1749.0,36.0
06059021817,1276.0,12.0
06059021820,1331.0,0.0
06059021821,1987.0,47.0
06059021822,1352.0,34.0
06059021823,966.0,10.0
06059021824,859.0,0.0
06059021825,1079.0,30.0
06059021826,1002.0,27.0
06059021827,1087.0,38.0
06059021828,1321.0,7.0
06059021829,1669.0,33.0
06059021830,1890.0,9.0
06059021903,1164.0,10.0
06059021905,1681.0,48.0
06059021912,1079.0,5.0
06059021913,1975.0,111.0
06059021914,1305.0,44.0
06059021915,1454.0,32.0
06059021916,1410.0,44.0
06059021917,1133.0,31.0
06059021918,1829.0,62.0
06059021919,1005.0,28.0
06059021920,2027.0,51.0
06059021921,1367.0,0.0
06059021922,2036.0,26.0
06059021923,2144.0,32.0
06059021924,1478.0,32.0
06059032002,2046.0,40.0
06059032003,1594.0,50.0
06059032011,733.0,22.0
06059032012,1276.0,33.0
06059032013,1319.0,35.0
06059032014,1913.0,118.0
06059032015,1953.0,59.0
06059032020,1914.0,30.0
06059032022,2196.0,92.0
06059032023,817.0,12.0
06059032027,2031.0,48.0
06059032028,1259.0,53.0
06059032029,1495.0,38.0
06059032030,1180.0,23.0
06059032031,1177.0,15.0
06059032032,1112.0,24.0
06059032033,1486.0,70.0
06059032034,1840.0,20.0
06059032035,1015.0,30.0
06059032036,1204.0,13.0
06059032037,2421.0,62.0
06059032038,2112.0,18.0
06059032039,2209.0,59.0
06059032040,847.0,15.0
06059032041,329.0,9.0
06059032042,1741.0,16.0
06059032043,1233.0,24.0
06059032044,1892.0,6.0
06059032045,933.0,0.0
06059032046,1239.0,0.0
06059032047,1440.0,56.0
06059032048,2258.0,40.0
06059032049,2629.0,14.0
06059032050,1734.0,57.0
06059032051,2007.0,33.0
06059032052,1160.0,49.0
06059032053,2973.0,54.0
06059032054,2016.0,63.0
06059032055,1507.0,31.0
06059032056,1716.0,0.0
06059042103,3065.0,114.0
06059042106,679.0,8.0
06059042107,1456.0,96.0
06059042108,2705.0,149.0
06059042109,2087.0,59.0
06059042111,1997.0,53.0
06059042112,1345.0,17.0
06059042113,1764.0,49.0
06059042114,1537.0,63.0
06059042201,2438.0,216.0
06059042203,2970.0,39.0
06059042205,2229.0,42.0
06059042206,1253.0,55.0
06059042305,1687.0,49.0
06059042307,2264.0,93.0
06059042310,3076.0,232.0
06059042311,2040.0,57.0
06059042312,2006.0,55.0
06059042313,2976.0,116.0
06059042315,2123.0,91.0
06059042317,1299.0,5.0
06059042319,1115.0,20.0
06059042320,2519.0,94.0
06059042323,2340.0,112.0
06059042324,2130.0,49.0
06059042325,1506.0,35.0
06059042326,1625.0,77.0
06059042327,1750.0,7.0
06059042328,711.0,12.0
06059042329,1544.0,19.0
06059042330,2157.0,57.0
06059042331,2038.0,121.0
06059042332,2124.0,66.0
06059042333,1303.0,34.0
06059042334,2205.0,42.0
06059042335,1700.0,40.0
06059042336,1532.0,0.0
06059042337,1379.0,20.0
06059042338,1929.0,87.0
06059042339,1375.0,40.0
06059052404,11.0,0.0
06059052408,2123.0,39.0
06059052410,1962.0,105.0
06059052411,1332.0,34.0
06059052415,1304.0,17.0
06059052416,1256.0,20.0
06059052417,1964.0,50.0
06059052418,1205.0,81.0
06059052419,1044.0,0.0
06059052420,2325.0,60.0
06059052421,1920.0,34.0
06059052422,1470.0,23.0
06059052423,1935.0,58.0
06059052424,1815.0,88.0
06059052425,2284.0,59.0
06059052426,1647.0,16.0
06059052427,1715.0,19.0
06059052428,2160.0,11.0
06059052502,2005.0,38.0
06059052505,1916.0,108.0
06059052506,818.0,15.0
06059052511,2178.0,127.0
06059052513,2298.0,148.0
06059052514,1972.0,93.0
06059052515,2672.0,155.0
06059052517,2269.0,101.0
06059052518,0.0,0.0
06059052519,1593.0,48.0
06059052520,1296.0,25.0
06059052521,2102.0,208.0
06059052522,1409.0,0.0
06059052523,1486.0,75.0
06059052524,2907.0,26.0
06059052525,2470.0,80.0
06059052526,1327.0,42.0
06059052527,2474.0,45.0
06059052528,1210.0,36.0
06059062604,1899.0,30.0
06059062605,1945.0,100.0
06059062610,937.0,75.0
06059062611,1632.0,177.0
06059062612,2714.0,85.0
06059062614,2179.0,575.0
06059062619,1863.0,74.0
06059062620,2375.0,78.0
06059062621,1855.0,50.0
06059062622,2766.0,331.0
06059062623,4237.0,268.0
06059062625,2150.0,114.0
06059062626,1010.0,395.0
06059062627,1424.0,274.0
06059062628,1003.0,38.0
06059062629,890.0,14.0
06059062630,745.0,38.0
06059062631,1246.0,22.0
06059062632,1896.0,104.0
06059062633,1201.0,0.0
06059062634,2028.0,9.0
06059062635,1692.0,18.0
06059062636,1495.0,35.0
06059062637,1203.0,46.0
06059062638,1944.0,27.0
06059062639,2401.0,119.0
06059062640,1589.0,20.0
06059062641,1602.0,75.0
06059062642,1377.0,60.0
06059062643,1286.0,20.0
06059062644,2522.0,128.0
06059062645,2071.0,51.0
06059062646,2654.0,297.0
06059062647,2381.0,278.0
06059062701,1415.0,47.0
06059062702,2472.0,95.0
06059062800,2393.0,129.0
06059062900,911.0,33.0
06059063004,3033.0,129.0
06059063005,802.0,18.0
06059063006,1737.0,49.0
06059063007,2791.0,93.0
06059063008,586.0,14.0
06059063009,615.0,22.0
06059063010,3057.0,119.0
06059063101,1225.0,87.0
06059063102,2719.0,118.0
06059063103,1057.0,41.0
06059063201,1570.0,81.0
06059063202,1441.0,95.0
06059063301,1585.0,78.0
06059063302,1651.0,80.0
06059063400,2079.0,62.0
06059063500,2980.0,174.0
06059063601,1367.0,62.0
06059063603,3047.0,150.0
06059063604,1440.0,137.0
06059063605,1419.0,36.0
06059063701,1680.0,191.0
06059063702,2061.0,135.0
06059063802,1054.0,31.0
06059063803,1644.0,77.0
06059063805,911.0,20.0
06059063806,1399.0,35.0
06059063807,1892.0,137.0
06059063808,1527.0,114.0
06059063902,2596.0,207.0
06059063903,1130.0,33.0
06059063904,1312.0,48.0
06059063905,1828.0,176.0
06059063906,2359.0,159.0
06059063907,2241.0,114.0
06059063908,2489.0,166.0
06059074003,426.0,8.0
06059074004,2103.0,65.0
06059074005,1481.0,26.0
06059074006,1915.0,118.0
06059074102,1292.0,29.0
06059074103,910.0,57.0
06059074106,1801.0,90.0
06059074107,2343.0,154.0
06059074108,875.0,36.0
06059074109,655.0,10.0
06059074110,942.0,4.0
06059074111,1362.0,31.0
06059074200,1716.0,35.0
06059074300,779.0,67.0
06059074403,1306.0,93.0
06059074405,1393.0,117.0
06059074406,838.0,65.0
06059074407,1810.0,126.0
06059074408,1580.0,155.0
06059074501,1367.0,92.0
06059074502,1004.0,36.0
06059074601,1647.0,133.0
06059074602,1664.0,99.0
06059074701,1391.0,95.0
06059074702,1083.0,32.0
06059074801,994.0,60.0
06059074802,1078.0,93.0
06059074803,1751.0,96.0
06059074805,1102.0,66.0
06059074806,916.0,55.0
06059074901,1896.0,257.0
06059074902,1181.0,86.0
06059075002,2256.0,425.0
06059075003,1706.0,190.0
06059075004,1299.0,109.0
06059075100,1986.0,200.0
06059075201,1094.0,64.0
06059075202,1152.0,43.0
06059075301,1544.0,65.0
06059075302,1091.0,32.0
06059075303,1167.0,27.0
06059075401,1151.0,50.0
06059075403,2273.0,63.0
06059075404,2109.0,84.0
06059075405,971.0,47.0
06059075504,1596.0,48.0
06059075505,1394.0,113.0
06059075506,1181.0,60.0
06059075507,1959.0,63.0
06059075512,1160.0,48.0
06059075513,1525.0,60.0
06059075514,1221.0,110.0
06059075515,2222.0,159.0
06059075603,1441.0,11.0
06059075604,2588.0,40.0
06059075605,2156.0,54.0
06059075606,2041.0,30.0
06059075607,2829.0,87.0
06059075701,2141.0,127.0
06059075702,1120.0,7.0
06059075703,1346.0,36.0
06059075805,1404.0,51.0
06059075806,2082.0,85.0
06059075807,1245.0,31.0
06059075808,1145.0,26.0
06059075809,1018.0,17.0
06059075810,996.0,14.0
06059075811,819.0,11.0
06059075812,1926.0,112.0
06059075813,1693.0,67.0
06059075814,1143.0,23.0
06059075815,1631.0,71.0
06059075816,1173.0,21.0
06059075901,1656.0,157.0
06059075902,2766.0,230.0
06059076000,2941.0,172.0
06059076101,1531.0,71.0
06059076102,1666.0,261.0
06059076103,2397.0,108.0
06059076201,1902.0,38.0
06059076202,1960.0,59.0
06059076204,1316.0,78.0
06059076205,1667.0,76.0
06059076206,1605.0,69.0
06059076208,1624.0,92.0
06059086301,1685.0,79.0
06059086303,1613.0,61.0
06059086304,1671.0,75.0
06059086305,1124.0,31.0
06059086306,1260.0,73.0
06059086402,1378.0,59.0
06059086404,1481.0,90.0
06059086405,1616.0,79.0
06059086406,1353.0,66.0
06059086407,2020.0,94.0
06059086501,1137.0,98.0
06059086502,1374.0,141.0
06059086601,2269.0,132.0
06059086602,1729.0,143.0
06059086701,2424.0,100.0
06059086702,1823.0,102.0
06059086801,974.0,23.0
06059086802,1471.0,96.0
06059086803,2545.0,181.0
06059086901,2628.0,349.0
06059086902,1504.0,98.0
06059086903,1900.0,135.0
06059087001,1565.0,145.0
06059087002,2247.0,177.0
06059087101,1581.0,191.0
06059087102,1645.0,130.0
06059087103,2315.0,94.0
06059087105,1432.0,62.0
06059087106,1294.0,112.0
06059087200,2497.0,203.0
06059087300,2618.0,351.0
06059087401,835.0,21.0
06059087403,794.0,48.0
06059087404,778.0,42.0
06059087405,1473.0,101.0
06059087501,1435.0,80.0
06059087503,1836.0,105.0
06059087504,1906.0,157.0
06059087601,1426.0,98.0
06059087602,2148.0,137.0
06059087701,1584.0,126.0
06059087703,1397.0,27.0
06059087704,1393.0,32.0
06059087801,1519.0,144.0
06059087802,2202.0,91.0
06059087803,1344.0,90.0
06059087805,1841.0,111.0
06059087806,1504.0,121.0
06059087901,1025.0,145.0
06059087902,1263.0,117.0
06059088001,1252.0,62.0
06059088002,1064.0,66.0
06059088101,707.0,52.0
06059088104,1596.0,185.0
06059088105,1033.0,44.0
06059088106,1642.0,123.0
06059088107,1591.0,132.0
06059088201,1067.0,30.0
06059088202,864.0,41.0
06059088203,1437.0,118.0
06059088301,1708.0,58.0
06059088302,1650.0,50.0
06059088401,1292.0,56.0
06059088402,1235.0,102.0
06059088403,1719.0,57.0
06059088501,1789.0,101.0
06059088502,1330.0,133.0
06059088601,1881.0,267.0
06059088602,1430.0,182.0
06059088701,1912.0,150.0
06059088702,1433.0,94.0
06059088801,2543.0,303.0
06059088802,1384.0,76.0
06059088901,1666.0,78.0
06059088902,1179.0,72.0
06059088903,1893.0,134.0
06059088904,1402.0,44.0
06059088905,1265.0,82.0
06059089001,1637.0,69.0
06059089003,834.0,46.0
06059089004,1707.0,99.0
06059089102,1578.0,65.0
06059089104,1319.0,226.0
06059089105,1140.0,101.0
06059089106,904.0,79.0
06059089107,1253.0,47.0
06059099202,1813.0,119.0
06059099203,1519.0,95.0
06059099204,1353.0,65.0
06059099212,1712.0,88.0
06059099214,1401.0,59.0
06059099215,1859.0,71.0
06059099216,1443.0,38.0
06059099217,888.0,21.0
06059099220,2329.0,67.0
06059099222,1475.0,89.0
06059099223,1697.0,131.0
06059099224,1038.0,51.0
06059099225,1034.0,13.0
06059099226,1131.0,11.0
06059099227,1978.0,71.0
06059099229,1889.0,47.0
06059099230,1517.0,17.0
06059099231,1789.0,22.0
06059099232,1924.0,47.0
06059099233,1004.0,55.0
06059099234,969.0,21.0
06059099235,1875.0,101.0
06059099237,1242.0,42.0
06059099238,1383.0,44.0
06059099239,1380.0,38.0
06059099240,2123.0,28.0
06059099241,1618.0,111.0
06059099242,1131.0,38.0
06059099243,1730.0,69.0
06059099244,1881.0,86.0
06059099245,1086.0,15.0
06059099246,1239.0,0.0
06059099247,740.0,27.0
06059099248,1425.0,157.0
06059099249,813.0,76.0
06059099250,993.0,5.0
06059099251,2120.0,114.0
06059099305,2972.0,96.0
06059099306,2683.0,57.0
06059099307,1273.0,87.0
06059099308,1763.0,10.0
06059099309,1564.0,44.0
06059099310,2079.0,73.0
06059099311,1919.0,111.0
06059099402,2046.0,127.0
06059099404,1754.0,49.0
06059099405,1674.0,39.0
06059099406,1708.0,67.0
06059099407,963.0,39.0
06059099408,1280.0,42.0
06059099410,1577.0,114.0
06059099411,2056.0,90.0
06059099412,1873.0,93.0
06059099413,3077.0,322.0
06059099415,1924.0,47.0
06059099416,2216.0,86.0
06059099417,1880.0,94.0
06059099502,192.0,0.0
06059099504,928.0,15.0
06059099506,651.0,24.0
06059099508,2126.0,156.0
06059099509,2670.0,348.0
06059099510,3197.0,291.0
06059099511,1982.0,126.0
06059099512,1422.0,108.0
06059099513,1250.0,61.0
06059099514,2368.0,35.0
06059099601,1986.0,138.0
06059099602,1043.0,43.0
06059099603,2309.0,71.0
06059099604,1189.0,13.0
06059099605,1322.0,29.0
06059099701,1622.0,113.0
06059099702,2447.0,227.0
06059099703,1603.0,65.0
06059099801,1470.0,138.0
06059099802,1247.0,214.0
06059099803,1545.0,129.0
06059099902,1280.0,20.0
06059099903,1451.0,74.0
06059099904,2122.0,223.0
06059099905,1326.0,81.0
06059099906,1653.0,25.0
06059110001,1534.0,14.0
06059110003,1123.0,50.0
06059110004,1691.0,55.0
06059110005,1152.0,36.0
06059110006,1099.0,21.0
06059110007,1663.0,25.0
06059110008,1684.0,40.0
06059110010,1431.0,19.0
06059110011,1102.0,10.0
06059110012,1729.0,21.0
06059110014,1790.0,76.0
06059110015,1208.0,47.0
06059110102,1858.0,73.0
06059110104,2016.0,164.0
06059110106,1222.0,51.0
06059110108,989.0,36.0
06059110109,1755.0,89.0
06059110110,1815.0,107.0
06059110111,1776.0,113.0
06059110113,820.0,71.0
06059110114,1483.0,34.0
06059110115,1143.0,47.0
06059110116,1435.0,61.0
06059110117,2038.0,84.0
06059110118,819.0,0.0
06059110201,2400.0,137.0
06059110202,2380.0,142.0
06059110203,1752.0,67.0
06059110301,2207.0,85.0
06059110302,1662.0,82.0
06059110303,1525.0,54.0
06059110304,1391.0,35.0
06059110401,1383.0,65.0
06059110402,1374.0,75.0
06059110500,2480.0,215.0
06059110603,2475.0,184.0
06059110604,2426.0,61.0
06059110605,2236.0,170.0
06059110606,1231.0,119.0
06059110607,1165.0,96.0
06061020101,360.0,31.0
06061020102,488.0,11.0
06061020103,461.0,16.0
06061020104,726.0,49.0
06061020105,709.0,42.0
06061020106,793.0,29.0
06061020107,1261.0,116.0
06061020200,2233.0,111.0
06061020300,2203.0,247.0
06061020400,2389.0,148.0
06061020500,2279.0,127.0
06061020601,2308.0,40.0
06061020602,2252.0,90.0
06061020604,1871.0,29.0
06061020605,1708.0,60.0
06061020606,1217.0,29.0
06061020702,2858.0,265.0
06061020703,2530.0,42.0
06061020704,861.0,67.0
06061020705,3468.0,144.0
06061020800,3252.0,183.0
06061020901,1127.0,143.0
06061020902,2528.0,141.0
06061021003,1921.0,119.0
06061021004,1215.0,17.0
06061021005,1727.0,0.0
06061021006,3105.0,165.0
06061021007,3854.0,72.0
06061021008,2824.0,63.0
06061021103,1384.0,126.0
06061021104,2742.0,28.0
06061021105,2007.0,80.0
06061021106,921.0,10.0
06061021107,2397.0,101.0
06061021108,1292.0,173.0
06061021109,1100.0,9.0
06061021200,2808.0,88.0
06061021301,997.0,58.0
06061021303,1899.0,0.0
06061021304,1637.0,79.0
06061021401,779.0,72.0
06061021402,2308.0,213.0
06061021501,1754.0,126.0
06061021502,1416.0,42.0
06061021600,2835.0,143.0
06061021801,1430.0,52.0
06061021802,2265.0,64.0
06061021901,1170.0,82.0
06061021902,1573.0,35.0
06061022001,2182.0,114.0
06061022002,2086.0,146.0
06063000100,2369.0,344.0
06063000201,869.0,72.0
06063000202,595.0,69.0
06063000300,1878.0,245.0
06063000400,1240.0,156.0
06063000500,2055.0,189.0
06065010000,970.0,62.0
06065010100,1482.0,263.0
06065010200,1807.0,167.0
06065010300,1404.0,71.0
06065010400,1473.0,122.0
06065010500,1033.0,118.0
06065010600,1360.0,142.0
06065010700,716.0,81.0
06065010800,779.0,53.0
06065010900,756.0,45.0
06065030100,2249.0,208.0
06065030200,1913.0,260.0
06065030300,1540.0,371.0
06065030400,1582.0,289.0
06065030501,1203.0,173.0
06065030502,505.0,78.0
06065030503,1102.0,299.0
06065030601,1392.0,44.0
06065030602,1161.0,55.0
06065030603,1168.0,22.0
06065030700,2126.0,226.0
06065030800,2364.0,216.0
06065030900,833.0,70.0
06065031001,1815.0,157.0
06065031002,1112.0,57.0
06065031100,1688.0,88.0
06065031200,2134.0,186.0
06065031300,608.0,52.0
06065031401,2136.0,207.0
06065031402,2277.0,235.0
06065031501,2092.0,268.0
06065031502,2530.0,297.0
06065031600,2861.0,291.0
06065031701,747.0,61.0
06065031702,711.0,13.0
06065031703,862.0,42.0
06065031704,1599.0,182.0
06065040100,1926.0,182.0
06065040201,1272.0,54.0
06065040202,777.0,22.0
06065040203,1043.0,225.0
06065040204,840.0,167.0
06065040301,1770.0,240.0
06065040302,1886.0,59.0
06065040303,684.0,81.0
06065040401,2252.0,39.0
06065040402,1003.0,62.0
06065040403,1084.0,42.0
06065040501,1592.0,110.0
06065040502,1127.0,80.0
06065040503,1769.0,385.0
06065040602,1249.0,67.0
06065040603,617.0,14.0
06065040604,1376.0,19.0
06065040605,731.0,45.0
06065040606,690.0,50.0
06065040701,730.0,0.0
06065040702,893.0,88.0
06065040703,832.0,12.0
06065040803,2034.0,89.0
06065040804,1064.0,19.0
06065040805,156.0,0.0
06065040806,834.0,11.0
06065040807,1011.0,32.0
06065040808,1801.0,85.0
06065040809,825.0,41.0
06065040810,3767.0,159.0
06065040811,2700.0,119.0
06065040901,944.0,94.0
06065040902,1533.0,64.0
